"CountryCode","Country","Year","Sex","LifeExpectancyAt60","LifeExpectancy","Region"
"GIN","Guinea",2019,"FMLE",17.16461,62.25351,"Africa"
"GIN","Guinea",2000,"BTSX",15.68861,54.25539,"Africa"
"GIN","Guinea",2010,"BTSX",15.79181,58.06684,"Africa"
"GIN","Guinea",2015,"BTSX",15.88976,58.81324,"Africa"
"GIN","Guinea",2019,"BTSX",16.54319,61.00587,"Africa"
"GMB","Gambia",2000,"MLE",14.93694,57.17085,"Africa"
"GMB","Gambia",2010,"MLE",15.31343,60.59109,"Africa"
"GMB","Gambia",2015,"MLE",15.56828,62.17968,"Africa"
"GMB","Gambia",2019,"MLE",15.76532,63.41956,"Africa"
"GMB","Gambia",2000,"FMLE",17.65122,61.62589,"Africa"
"GMB","Gambia",2010,"FMLE",17.74082,64.46643,"Africa"
"GMB","Gambia",2015,"FMLE",17.88015,66.2756,"Africa"
"GMB","Gambia",2019,"FMLE",18.04276,67.65157,"Africa"
"GMB","Gambia",2000,"BTSX",16.21414,59.24446,"Africa"
"GMB","Gambia",2010,"BTSX",16.45064,62.42088,"Africa"
"GMB","Gambia",2015,"BTSX",16.66744,64.14439,"Africa"
"GMB","Gambia",2019,"BTSX",16.85495,65.4712,"Africa"
"GNB","Guinea-Bissau",2000,"MLE",12.0754,47.7679,"Africa"
"GNB","Guinea-Bissau",2010,"MLE",12.8711,53.04755,"Africa"
"GNB","Guinea-Bissau",2015,"MLE",13.3631,55.53336,"Africa"
"GNB","Guinea-Bissau",2019,"MLE",13.91712,57.35839,"Africa"
"GNB","Guinea-Bissau",2000,"FMLE",15.37826,52.75846,"Africa"
"GNB","Guinea-Bissau",2010,"FMLE",15.95992,57.6849,"Africa"
"GNB","Guinea-Bissau",2015,"FMLE",16.31794,60.81285,"Africa"
"GNB","Guinea-Bissau",2019,"FMLE",16.72234,62.97833,"Africa"
"GNB","Guinea-Bissau",2000,"BTSX",13.82502,50.28384,"Africa"
"GNB","Guinea-Bissau",2010,"BTSX",14.58692,55.43303,"Africa"
"GNB","Guinea-Bissau",2015,"BTSX",15.02951,58.23238,"Africa"
"GNB","Guinea-Bissau",2019,"BTSX",15.50089,60.21801,"Africa"
"GNQ","Equatorial Guinea",2000,"MLE",13.99731,52.37481,"Africa"
"GNQ","Equatorial Guinea",2010,"MLE",16.9542,59.75115,"Africa"
"GNQ","Equatorial Guinea",2015,"MLE",16.79868,60.2785,"Africa"
"GNQ","Equatorial Guinea",2019,"MLE",16.54481,60.86714,"Africa"
"GNQ","Equatorial Guinea",2000,"FMLE",17.14214,56.4894,"Africa"
"GNQ","Equatorial Guinea",2010,"FMLE",18.27827,59.12447,"Africa"
"GNQ","Equatorial Guinea",2015,"FMLE",18.70536,61.83462,"Africa"
"GNQ","Equatorial Guinea",2019,"FMLE",18.80956,63.57852,"Africa"
"GNQ","Equatorial Guinea",2000,"BTSX",15.49089,54.31445,"Africa"
"GNQ","Equatorial Guinea",2010,"BTSX",17.60762,59.65091,"Africa"
"GNQ","Equatorial Guinea",2015,"BTSX",17.71576,61.12561,"Africa"
"GNQ","Equatorial Guinea",2019,"BTSX",17.64006,62.19166,"Africa"
"GRC","Greece",2000,"MLE",19.88561,75.51034,"Europe"
"GRC","Greece",2010,"MLE",21.73166,77.52268,"Europe"
"GRC","Greece",2015,"MLE",21.72049,77.84715,"Europe"
"GRC","Greece",2019,"MLE",22.0668,78.64125,"Europe"
"GRC","Greece",2000,"FMLE",23.08647,80.89335,"Europe"
"GRC","Greece",2010,"FMLE",24.84667,82.70878,"Europe"
"GRC","Greece",2015,"FMLE",25.11199,82.93676,"Europe"
"GRC","Greece",2019,"FMLE",25.51813,83.56782,"Europe"
"GRC","Greece",2000,"BTSX",21.54306,78.17218,"Europe"
"GRC","Greece",2010,"BTSX",23.33244,80.09935,"Europe"
"GRC","Greece",2015,"BTSX",23.45556,80.37633,"Europe"
"GRC","Greece",2019,"BTSX",23.83807,81.09948,"Europe"
"GRD","Grenada",2000,"MLE",15.12106,68.60365,"Americas"
"GRD","Grenada",2010,"MLE",15.59488,69.20226,"Americas"
"GRD","Grenada",2015,"MLE",17.34478,70.44291,"Americas"
"GRD","Grenada",2019,"MLE",17.15669,70.63074,"Americas"
"GRD","Grenada",2000,"FMLE",20.99731,75.95189,"Americas"
"GRD","Grenada",2010,"FMLE",20.47646,75.47548,"Americas"
"GRD","Grenada",2015,"FMLE",20.39262,75.14696,"Americas"
"GRD","Grenada",2019,"FMLE",20.34186,75.33178,"Americas"
"GRD","Grenada",2000,"BTSX",17.86283,71.96758,"Americas"
"GRD","Grenada",2010,"BTSX",17.74086,71.96705,"Americas"
"GRD","Grenada",2015,"BTSX",18.85774,72.69942,"Americas"
"GRD","Grenada",2019,"BTSX",18.72923,72.88402,"Americas"
"GTM","Guatemala",2000,"MLE",18.10077,63.31877,"Americas"
"GTM","Guatemala",2010,"MLE",18.55423,65.81696,"Americas"
"GTM","Guatemala",2015,"MLE",18.81231,67.84525,"Americas"
"GTM","Guatemala",2019,"MLE",19.40481,68.95307,"Americas"
"GTM","Guatemala",2000,"FMLE",20.11777,70.2701,"Americas"
"GTM","Guatemala",2010,"FMLE",20.49061,72.76701,"Americas"
"GTM","Guatemala",2015,"FMLE",20.80924,74.00925,"Americas"
"GTM","Guatemala",2019,"FMLE",21.42733,75.04476,"Americas"
"GTM","Guatemala",2000,"BTSX",19.11469,66.78309,"Americas"
"GTM","Guatemala",2010,"BTSX",19.55191,69.3014,"Americas"
"GTM","Guatemala",2015,"BTSX",19.85057,70.94937,"Americas"
"GTM","Guatemala",2019,"BTSX",20.47426,72.01939,"Americas"
"GUY","Guyana",2000,"MLE",14.61477,59.81106,"Americas"
"GUY","Guyana",2010,"MLE",14.79582,61.63004,"Americas"
"GUY","Guyana",2015,"MLE",15.18634,62.31269,"Americas"
"GUY","Guyana",2019,"MLE",15.10154,62.45273,"Americas"
"GUY","Guyana",2000,"FMLE",17.28623,66.505,"Americas"
"GUY","Guyana",2010,"FMLE",17.5573,68.23239,"Americas"
"GUY","Guyana",2015,"FMLE",18.03268,69.22475,"Americas"
"GUY","Guyana",2019,"FMLE",18.10368,69.39328,"Americas"
"GUY","Guyana",2000,"BTSX",15.93395,62.96075,"Americas"
"GUY","Guyana",2010,"BTSX",16.17145,64.77226,"Americas"
"GUY","Guyana",2015,"BTSX",16.61349,65.58898,"Americas"
"GUY","Guyana",2019,"BTSX",16.55256,65.6929,"Americas"
"HND","Honduras",2000,"MLE",19.62294,69.10293,"Americas"
"HND","Honduras",2010,"MLE",18.69094,70.23616,"Americas"
"HND","Honduras",2015,"MLE",17.03713,67.57335,"Americas"
"HND","Honduras",2019,"MLE",17.54318,70.67292,"Americas"
"HND","Honduras",2000,"FMLE",19.55533,71.02383,"Americas"
"HND","Honduras",2010,"FMLE",19.06976,72.10579,"Americas"
"HND","Honduras",2015,"FMLE",18.64766,72.1263,"Americas"
"HND","Honduras",2019,"FMLE",19.08148,73.16344,"Americas"
"HND","Honduras",2000,"BTSX",19.55458,70.03738,"Americas"
"HND","Honduras",2010,"BTSX",18.85815,71.14799,"Americas"
"HND","Honduras",2015,"BTSX",17.87262,69.81947,"Americas"
"HND","Honduras",2019,"BTSX",18.3489,71.93507,"Americas"
"HRV","Croatia",2000,"MLE",16.68758,70.73512,"Europe"
"HRV","Croatia",2010,"MLE",18.08657,73.41486,"Europe"
"HRV","Croatia",2015,"MLE",18.58987,74.30309,"Europe"
"HRV","Croatia",2019,"MLE",19.44159,75.53787,"Europe"
"HRV","Croatia",2000,"FMLE",20.91128,77.88135,"Europe"
"HRV","Croatia",2010,"FMLE",22.38735,79.909,"Europe"
"HRV","Croatia",2015,"FMLE",23.15793,80.73349,"Europe"
"HRV","Croatia",2019,"FMLE",23.74861,81.60278,"Europe"
"HRV","Croatia",2000,"BTSX",19.02144,74.3574,"Europe"
"HRV","Croatia",2010,"BTSX",20.4222,76.71532,"Europe"
"HRV","Croatia",2015,"BTSX",21.04749,77.5798,"Europe"
"HRV","Croatia",2019,"BTSX",21.75607,78.63747,"Europe"
"HTI","Haiti",2000,"MLE",15.58817,56.96631,"Americas"
"HTI","Haiti",2010,"MLE",10.85599,27.96683,"Americas"
"HTI","Haiti",2015,"MLE",16.25056,62.08983,"Americas"
"HTI","Haiti",2019,"MLE",16.49553,63.33846,"Americas"
"HTI","Haiti",2000,"FMLE",15.91929,57.17622,"Americas"
"HTI","Haiti",2010,"FMLE",12.00903,35.37344,"Americas"
"HTI","Haiti",2015,"FMLE",16.6563,63.12614,"Americas"
"HTI","Haiti",2019,"FMLE",17.01185,64.75906,"Americas"
"HTI","Haiti",2000,"BTSX",15.76748,57.04974,"Americas"
"HTI","Haiti",2010,"BTSX",11.45893,31.2792,"Americas"
"HTI","Haiti",2015,"BTSX",16.47004,62.60823,"Americas"
"HTI","Haiti",2019,"BTSX",16.77294,64.05315,"Americas"
"HUN","Hungary",2000,"MLE",15.31347,67.06995,"Europe"
"HUN","Hungary",2010,"MLE",16.97544,70.62834,"Europe"
"HUN","Hungary",2015,"MLE",17.44253,72.16216,"Europe"
"HUN","Hungary",2019,"MLE",17.71746,73.08767,"Europe"
"HUN","Hungary",2000,"FMLE",20.11938,75.63371,"Europe"
"HUN","Hungary",2010,"FMLE",21.81021,78.35072,"Europe"
"HUN","Hungary",2015,"FMLE",21.85916,78.73118,"Europe"
"HUN","Hungary",2019,"FMLE",22.26551,79.5864,"Europe"
"HUN","Hungary",2000,"BTSX",17.96004,71.33797,"Europe"
"HUN","Hungary",2010,"BTSX",19.6718,74.576,"Europe"
"HUN","Hungary",2015,"BTSX",19.90496,75.56887,"Europe"
"HUN","Hungary",2019,"BTSX",20.22187,76.44219,"Europe"
"IDN","Indonesia",2000,"MLE",16.84391,65.77052,"South-East Asia"
"IDN","Indonesia",2010,"MLE",16.44334,67.53188,"South-East Asia"
"IDN","Indonesia",2015,"MLE",16.53777,68.76977,"South-East Asia"
"IDN","Indonesia",2019,"MLE",16.72514,69.40128,"South-East Asia"
"IDN","Indonesia",2000,"FMLE",18.18377,68.5524,"South-East Asia"
"IDN","Indonesia",2010,"FMLE",18.398,71.03043,"South-East Asia"
"IDN","Indonesia",2015,"FMLE",18.75166,72.504,"South-East Asia"
"IDN","Indonesia",2019,"FMLE",19.13315,73.29897,"South-East Asia"
"IDN","Indonesia",2000,"BTSX",17.5615,67.17435,"South-East Asia"
"IDN","Indonesia",2010,"BTSX",17.45754,69.25565,"South-East Asia"
"IDN","Indonesia",2015,"BTSX",17.6684,70.60569,"South-East Asia"
"IDN","Indonesia",2019,"BTSX",17.94286,71.30966,"South-East Asia"
"IND","India",2000,"MLE",15.40729,61.34334,"South-East Asia"
"IND","India",2010,"MLE",16.90731,65.68546,"South-East Asia"
"IND","India",2015,"MLE",17.74288,68.10913,"South-East Asia"
"IND","India",2019,"MLE",18.11326,69.51722,"South-East Asia"
"IND","India",2000,"FMLE",16.83701,62.92488,"South-East Asia"
"IND","India",2010,"FMLE",19.02203,68.93996,"South-East Asia"
"IND","India",2015,"FMLE",19.25117,70.61754,"South-East Asia"
"IND","India",2019,"FMLE",19.54051,72.16656,"South-East Asia"
"IND","India",2000,"BTSX",16.11588,62.10872,"South-East Asia"
"IND","India",2010,"BTSX",17.95123,67.22851,"South-East Asia"
"IND","India",2015,"BTSX",18.49405,69.31467,"South-East Asia"
"IND","India",2019,"BTSX",18.8222,70.78756,"South-East Asia"
"IRL","Ireland",2000,"MLE",18.34245,73.84161,"Europe"
"IRL","Ireland",2010,"MLE",21.67834,78.33406,"Europe"
"IRL","Ireland",2015,"MLE",22.31315,79.32594,"Europe"
"IRL","Ireland",2019,"MLE",23.01073,80.19894,"Europe"
"IRL","Ireland",2000,"FMLE",21.93208,79.02361,"Europe"
"IRL","Ireland",2010,"FMLE",24.56796,82.43913,"Europe"
"IRL","Ireland",2015,"FMLE",24.93987,82.92957,"Europe"
"IRL","Ireland",2019,"FMLE",25.3295,83.47723,"Europe"
"IRL","Ireland",2000,"BTSX",20.18785,76.41336,"Europe"
"IRL","Ireland",2010,"BTSX",23.18457,80.41316,"Europe"
"IRL","Ireland",2015,"BTSX",23.65937,81.1396,"Europe"
"IRL","Ireland",2019,"BTSX",24.19091,81.84092,"Europe"
"IRN","Iran (Islamic Republic of)",2000,"MLE",18.97727,70.72992,"Eastern Mediterranean"
"IRN","Iran (Islamic Republic of)",2010,"MLE",20.59399,73.86848,"Eastern Mediterranean"
"IRN","Iran (Islamic Republic of)",2015,"MLE",20.90847,74.96297,"Eastern Mediterranean"
"IRN","Iran (Islamic Republic of)",2019,"MLE",21.17722,75.694,"Eastern Mediterranean"
"IRN","Iran (Islamic Republic of)",2000,"FMLE",20.53746,74.61162,"Eastern Mediterranean"
"IRN","Iran (Islamic Republic of)",2010,"FMLE",22.2866,78.01184,"Eastern Mediterranean"
"IRN","Iran (Islamic Republic of)",2015,"FMLE",22.29658,78.51698,"Eastern Mediterranean"
"IRN","Iran (Islamic Republic of)",2019,"FMLE",22.47921,79.09346,"Eastern Mediterranean"
"IRN","Iran (Islamic Republic of)",2000,"BTSX",19.6998,72.56416,"Eastern Mediterranean"
"IRN","Iran (Islamic Republic of)",2010,"BTSX",21.40397,75.85632,"Eastern Mediterranean"
"IRN","Iran (Islamic Republic of)",2015,"BTSX",21.55991,76.66063,"Eastern Mediterranean"
"IRN","Iran (Islamic Republic of)",2019,"BTSX",21.81571,77.34517,"Eastern Mediterranean"
"IRQ","Iraq",2000,"MLE",17.01357,66.43359,"Eastern Mediterranean"
"IRQ","Iraq",2010,"MLE",17.54575,67.75845,"Eastern Mediterranean"
"IRQ","Iraq",2015,"MLE",17.88577,67.3221,"Eastern Mediterranean"
"IRQ","Iraq",2019,"MLE",17.61909,69.92992,"Eastern Mediterranean"
"IRQ","Iraq",2000,"FMLE",19.5677,71.25191,"Eastern Mediterranean"
"IRQ","Iraq",2010,"FMLE",20.02191,72.79007,"Eastern Mediterranean"
"IRQ","Iraq",2015,"FMLE",20.49473,73.40775,"Eastern Mediterranean"
"IRQ","Iraq",2019,"FMLE",20.65984,74.96682,"Eastern Mediterranean"
"IRQ","Iraq",2000,"BTSX",18.30223,68.77211,"Eastern Mediterranean"
"IRQ","Iraq",2010,"BTSX",18.81914,70.24248,"Eastern Mediterranean"
"IRQ","Iraq",2015,"BTSX",19.23528,70.29305,"Eastern Mediterranean"
"IRQ","Iraq",2019,"BTSX",19.18437,72.42317,"Eastern Mediterranean"
"ISL","Iceland",2000,"MLE",21.18249,77.74491,"Europe"
"ISL","Iceland",2010,"MLE",22.73277,80.02026,"Europe"
"ISL","Iceland",2015,"MLE",23.45096,80.6871,"Europe"
"ISL","Iceland",2019,"MLE",23.70792,80.81141,"Europe"
"ISL","Iceland",2000,"FMLE",23.96668,81.63809,"Europe"
"ISL","Iceland",2010,"FMLE",25.01822,83.33782,"Europe"
"ISL","Iceland",2015,"FMLE",25.29009,83.56476,"Europe"
"ISL","Iceland",2019,"FMLE",25.53747,83.86916,"Europe"
"ISL","Iceland",2000,"BTSX",22.62352,79.70157,"Europe"
"ISL","Iceland",2010,"BTSX",23.91312,81.68404,"Europe"
"ISL","Iceland",2015,"BTSX",24.40782,82.13903,"Europe"
"ISL","Iceland",2019,"BTSX",24.63693,82.32826,"Europe"
"ISR","Israel",2000,"MLE",20.56894,76.35535,"Europe"
"ISR","Israel",2010,"MLE",22.80171,79.61967,"Europe"
"ISR","Israel",2015,"MLE",22.87366,79.95578,"Europe"
"ISR","Israel",2019,"MLE",23.62011,80.79258,"Europe"
"ISR","Israel",2000,"FMLE",23.1285,80.66427,"Europe"
"ISR","Israel",2010,"FMLE",25.30687,83.34052,"Europe"
"ISR","Israel",2015,"FMLE",25.58589,83.79334,"Europe"
"ISR","Israel",2019,"FMLE",26.03428,84.35995,"Europe"
"ISR","Israel",2000,"BTSX",21.94996,78.57471,"Europe"
"ISR","Israel",2010,"BTSX",24.15298,81.55505,"Europe"
"ISR","Israel",2015,"BTSX",24.31451,81.93443,"Europe"
"ISR","Israel",2019,"BTSX",24.89724,82.62151,"Europe"
"ITA","Italy",2000,"MLE",20.28382,76.40755,"Europe"
"ITA","Italy",2010,"MLE",22.35595,79.37474,"Europe"
"ITA","Italy",2015,"MLE",22.74619,80.00161,"Europe"
"ITA","Italy",2019,"MLE",23.35777,80.91323,"Europe"
"ITA","Italy",2000,"FMLE",24.47219,82.14725,"Europe"
"ITA","Italy",2010,"FMLE",26.09557,84.22002,"Europe"
"ITA","Italy",2015,"FMLE",26.00781,84.25867,"Europe"
"ITA","Italy",2019,"FMLE",26.52769,84.89528,"Europe"
"ITA","Italy",2000,"BTSX",22.53851,79.36485,"Europe"
"ITA","Italy",2010,"BTSX",24.36534,81.89587,"Europe"
"ITA","Italy",2015,"BTSX",24.48475,82.20576,"Europe"
"ITA","Italy",2019,"BTSX",25.03944,82.97414,"Europe"
"JAM","Jamaica",2000,"MLE",19.71922,72.04784,"Americas"
"JAM","Jamaica",2010,"MLE",19.6539,73.27067,"Americas"
"JAM","Jamaica",2015,"MLE",19.86732,74.10396,"Americas"
"JAM","Jamaica",2019,"MLE",20.07156,74.35626,"Americas"
"JAM","Jamaica",2000,"FMLE",22.27983,76.50031,"Americas"
"JAM","Jamaica",2010,"FMLE",23.78668,78.51085,"Americas"
"JAM","Jamaica",2015,"FMLE",22.95153,77.713,"Americas"
"JAM","Jamaica",2019,"FMLE",22.63009,77.68497,"Americas"
"JAM","Jamaica",2000,"BTSX",20.99153,74.22007,"Americas"
"JAM","Jamaica",2010,"BTSX",21.6315,75.7666,"Americas"
"JAM","Jamaica",2015,"BTSX",21.36091,75.85057,"Americas"
"JAM","Jamaica",2019,"BTSX",21.32162,75.97828,"Americas"
"JOR","Jordan",2000,"MLE",19.54422,73.05819,"Eastern Mediterranean"
"JOR","Jordan",2010,"MLE",20.52635,75.5889,"Eastern Mediterranean"
"JOR","Jordan",2015,"MLE",21.51323,76.95224,"Eastern Mediterranean"
"JOR","Jordan",2019,"MLE",21.56149,77.02438,"Eastern Mediterranean"
"JOR","Jordan",2000,"FMLE",17.94638,72.48032,"Eastern Mediterranean"
"JOR","Jordan",2010,"FMLE",21.44251,77.6183,"Eastern Mediterranean"
"JOR","Jordan",2015,"FMLE",22.10253,78.76654,"Eastern Mediterranean"
"JOR","Jordan",2019,"FMLE",22.07487,78.78378,"Eastern Mediterranean"
"JOR","Jordan",2000,"BTSX",18.61334,72.64991,"Eastern Mediterranean"
"JOR","Jordan",2010,"BTSX",20.98819,76.58584,"Eastern Mediterranean"
"JOR","Jordan",2015,"BTSX",21.78687,77.8223,"Eastern Mediterranean"
"JOR","Jordan",2019,"BTSX",21.80557,77.87197,"Eastern Mediterranean"
"JPN","Japan",2000,"MLE",21.3246,77.68712,"Western Pacific"
"JPN","Japan",2010,"MLE",22.56198,79.46046,"Western Pacific"
"JPN","Japan",2015,"MLE",23.37012,80.69969,"Western Pacific"
"JPN","Japan",2019,"MLE",23.94869,81.48871,"Western Pacific"
"JPN","Japan",2000,"FMLE",26.58672,84.37168,"Western Pacific"
"JPN","Japan",2010,"FMLE",27.68736,85.76836,"Western Pacific"
"JPN","Japan",2015,"FMLE",28.12194,86.41145,"Western Pacific"
"JPN","Japan",2019,"FMLE",28.55578,86.93782,"Western Pacific"
"JPN","Japan",2000,"BTSX",24.14569,81.12236,"Western Pacific"
"JPN","Japan",2010,"BTSX",25.26958,82.68162,"Western Pacific"
"JPN","Japan",2015,"BTSX",25.86486,83.61682,"Western Pacific"
"JPN","Japan",2019,"BTSX",26.34808,84.26138,"Western Pacific"
"KAZ","Kazakhstan",2000,"MLE",12.34197,57.58092,"Europe"
"KAZ","Kazakhstan",2010,"MLE",14.58363,63.57526,"Europe"
"KAZ","Kazakhstan",2015,"MLE",15.91357,67.42753,"Europe"
"KAZ","Kazakhstan",2019,"MLE",16.84301,69.97667,"Europe"
"KAZ","Kazakhstan",2000,"FMLE",17.75512,69.15388,"Europe"
"KAZ","Kazakhstan",2010,"FMLE",19.19334,73.38692,"Europe"
"KAZ","Kazakhstan",2015,"FMLE",20.62115,76.21558,"Europe"
"KAZ","Kazakhstan",2019,"FMLE",21.4368,77.61427,"Europe"
"KAZ","Kazakhstan",2000,"BTSX",15.31295,63.14555,"Europe"
"KAZ","Kazakhstan",2010,"BTSX",17.15685,68.43288,"Europe"
"KAZ","Kazakhstan",2015,"BTSX",18.5904,71.90915,"Europe"
"KAZ","Kazakhstan",2019,"BTSX",19.46027,73.95099,"Europe"
"KEN","Kenya",2000,"MLE",14.52364,52.84553,"Africa"
"KEN","Kenya",2010,"MLE",14.87207,59.23307,"Africa"
"KEN","Kenya",2015,"MLE",15.58959,61.71071,"Africa"
"KEN","Kenya",2019,"MLE",15.98571,63.69933,"Africa"
"KEN","Kenya",2000,"FMLE",18.10426,54.91045,"Africa"
"KEN","Kenya",2010,"FMLE",18.48417,63.07304,"Africa"
"KEN","Kenya",2015,"FMLE",18.82303,66.61713,"Africa"
"KEN","Kenya",2019,"FMLE",19.08801,68.44287,"Africa"
"KEN","Kenya",2000,"BTSX",16.33276,53.87265,"Africa"
"KEN","Kenya",2010,"BTSX",16.78532,61.17774,"Africa"
"KEN","Kenya",2015,"BTSX",17.31884,64.16978,"Africa"
"KEN","Kenya",2019,"BTSX",17.64418,66.08511,"Africa"
"KGZ","Kyrgyzstan",2000,"MLE",14.85952,61.94992,"Europe"
"KGZ","Kyrgyzstan",2010,"MLE",15.52956,65.2009,"Europe"
"KGZ","Kyrgyzstan",2015,"MLE",16.28174,67.91751,"Europe"
"KGZ","Kyrgyzstan",2019,"MLE",17.78028,70.74789,"Europe"
"KGZ","Kyrgyzstan",2000,"FMLE",18.26509,70.18462,"Europe"
"KGZ","Kyrgyzstan",2010,"FMLE",19.30854,73.28658,"Europe"
"KGZ","Kyrgyzstan",2015,"FMLE",20.24357,75.28014,"Europe"
"KGZ","Kyrgyzstan",2019,"FMLE",21.66884,77.31073,"Europe"
"KGZ","Kyrgyzstan",2000,"BTSX",16.72375,65.9502,"Europe"
"KGZ","Kyrgyzstan",2010,"BTSX",17.56057,69.17432,"Europe"
"KGZ","Kyrgyzstan",2015,"BTSX",18.41276,71.59398,"Europe"
"KGZ","Kyrgyzstan",2019,"BTSX",20.00511,74.18089,"Europe"
"KHM","Cambodia",2000,"MLE",14.41347,56.02896,"Western Pacific"
"KHM","Cambodia",2010,"MLE",15.51978,64.19041,"Western Pacific"
"KHM","Cambodia",2015,"MLE",15.83321,66.19556,"Western Pacific"
"KHM","Cambodia",2019,"MLE",15.93221,67.23409,"Western Pacific"
"KHM","Cambodia",2000,"FMLE",17.0701,61.24218,"Western Pacific"
"KHM","Cambodia",2010,"FMLE",18.61096,70.01144,"Western Pacific"
"KHM","Cambodia",2015,"FMLE",18.94457,71.88922,"Western Pacific"
"KHM","Cambodia",2019,"FMLE",19.10782,72.74578,"Western Pacific"
"KHM","Cambodia",2000,"BTSX",15.81077,58.68463,"Western Pacific"
"KHM","Cambodia",2010,"BTSX",17.21808,67.21539,"Western Pacific"
"KHM","Cambodia",2015,"BTSX",17.56814,69.17362,"Western Pacific"
"KHM","Cambodia",2019,"BTSX",17.73693,70.12289,"Western Pacific"
"KIR","Kiribati",2000,"MLE",11.27536,52.31359,"Western Pacific"
"KIR","Kiribati",2010,"MLE",12.03399,54.75263,"Western Pacific"
"KIR","Kiribati",2015,"MLE",12.29513,55.13306,"Western Pacific"
"KIR","Kiribati",2019,"MLE",12.50471,56.13857,"Western Pacific"
"KIR","Kiribati",2000,"FMLE",13.65246,59.4002,"Western Pacific"
"KIR","Kiribati",2010,"FMLE",14.15171,61.39478,"Western Pacific"
"KIR","Kiribati",2015,"FMLE",14.39102,61.36722,"Western Pacific"
"KIR","Kiribati",2019,"FMLE",14.63824,62.80285,"Western Pacific"
"KIR","Kiribati",2000,"BTSX",12.55722,55.7305,"Western Pacific"
"KIR","Kiribati",2010,"BTSX",13.18134,58.0072,"Western Pacific"
"KIR","Kiribati",2015,"BTSX",13.46772,58.19797,"Western Pacific"
"KIR","Kiribati",2019,"BTSX",13.69346,59.41902,"Western Pacific"
"KOR","Republic of Korea",2000,"MLE",18.14842,72.48937,"Western Pacific"
"KOR","Republic of Korea",2010,"MLE",21.0508,77.12246,"Western Pacific"
"KOR","Republic of Korea",2015,"MLE",22.28928,79.03379,"Western Pacific"
"KOR","Republic of Korea",2019,"MLE",23.37289,80.32455,"Western Pacific"
"KOR","Republic of Korea",2000,"FMLE",22.66009,79.75586,"Western Pacific"
"KOR","Republic of Korea",2010,"FMLE",25.88223,83.77984,"Western Pacific"
"KOR","Republic of Korea",2015,"FMLE",26.90952,85.12067,"Western Pacific"
"KOR","Republic of Korea",2019,"FMLE",27.8674,86.08791,"Western Pacific"
"KOR","Republic of Korea",2000,"BTSX",20.69324,76.21414,"Western Pacific"
"KOR","Republic of Korea",2010,"BTSX",23.71878,80.58366,"Western Pacific"
"KOR","Republic of Korea",2015,"BTSX",24.81965,82.20299,"Western Pacific"
"KOR","Republic of Korea",2019,"BTSX",25.79693,83.3047,"Western Pacific"
"KWT","Kuwait",2000,"MLE",21.23721,76.36451,"Eastern Mediterranean"
"KWT","Kuwait",2010,"MLE",22.67445,78.76203,"Eastern Mediterranean"
"KWT","Kuwait",2015,"MLE",23.15733,79.4603,"Eastern Mediterranean"
"KWT","Kuwait",2019,"MLE",22.81668,79.25072,"Eastern Mediterranean"
"KWT","Kuwait",2000,"FMLE",23.50409,80.10001,"Eastern Mediterranean"
"KWT","Kuwait",2010,"FMLE",23.98257,81.42751,"Eastern Mediterranean"
"KWT","Kuwait",2015,"FMLE",25.89733,83.84083,"Eastern Mediterranean"
"KWT","Kuwait",2019,"FMLE",25.8976,83.94704,"Eastern Mediterranean"
"KWT","Kuwait",2000,"BTSX",22.19426,77.8641,"Eastern Mediterranean"
"KWT","Kuwait",2010,"BTSX",23.21484,79.83041,"Eastern Mediterranean"
"KWT","Kuwait",2015,"BTSX",24.21311,81.13089,"Eastern Mediterranean"
"KWT","Kuwait",2019,"BTSX",23.96027,80.96625,"Eastern Mediterranean"
"LAO","Lao People's Democratic Republic",2000,"MLE",14.03873,56.27648,"Western Pacific"
"LAO","Lao People's Democratic Republic",2010,"MLE",15.48835,62.43504,"Western Pacific"
"LAO","Lao People's Democratic Republic",2015,"MLE",16.19831,64.69891,"Western Pacific"
"LAO","Lao People's Democratic Republic",2019,"MLE",16.34857,66.19006,"Western Pacific"
"LAO","Lao People's Democratic Republic",2000,"FMLE",16.47594,60.60456,"Western Pacific"
"LAO","Lao People's Democratic Republic",2010,"FMLE",18.13389,67.38007,"Western Pacific"
"LAO","Lao People's Democratic Republic",2015,"FMLE",18.70745,69.5557,"Western Pacific"
"LAO","Lao People's Democratic Republic",2019,"FMLE",18.88623,70.94746,"Western Pacific"
"LAO","Lao People's Democratic Republic",2000,"BTSX",15.29676,58.40971,"Western Pacific"
"LAO","Lao People's Democratic Republic",2010,"BTSX",16.87227,64.8849,"Western Pacific"
"LAO","Lao People's Democratic Republic",2015,"BTSX",17.50435,67.07706,"Western Pacific"
"LAO","Lao People's Democratic Republic",2019,"BTSX",17.64838,68.51331,"Western Pacific"
"LBN","Lebanon",2000,"MLE",18.8749,73.02654,"Eastern Mediterranean"
"LBN","Lebanon",2010,"MLE",18.27117,73.25717,"Eastern Mediterranean"
"LBN","Lebanon",2015,"MLE",18.2883,73.47224,"Eastern Mediterranean"
"LBN","Lebanon",2019,"MLE",18.76498,74.02618,"Eastern Mediterranean"
"LBN","Lebanon",2000,"FMLE",20.74391,76.14052,"Eastern Mediterranean"
"LBN","Lebanon",2010,"FMLE",21.70586,78.12386,"Eastern Mediterranean"
