"CountryCode","Country","Year","Sex","LifeExpectancyAt60","LifeExpectancy","Region"
"CHL","Chile",2015,"BTSX",23.61345,79.81646,"Americas"
"CHL","Chile",2019,"BTSX",24.27432,80.73621,"Americas"
"CHN","China",2000,"MLE",16.91879,69.34029,"Western Pacific"
"CHN","China",2010,"MLE",17.85859,72.26303,"Western Pacific"
"CHN","China",2015,"MLE",18.64987,73.85298,"Western Pacific"
"CHN","China",2019,"MLE",19.18922,74.72757,"Western Pacific"
"CHN","China",2000,"FMLE",20.09238,74.15446,"Western Pacific"
"CHN","China",2010,"FMLE",21.52052,77.9407,"Western Pacific"
"CHN","China",2015,"FMLE",22.74224,79.87157,"Western Pacific"
"CHN","China",2019,"FMLE",23.07986,80.49312,"Western Pacific"
"CHN","China",2000,"BTSX",18.43481,71.58401,"Western Pacific"
"CHN","China",2010,"BTSX",19.57869,74.88925,"Western Pacific"
"CHN","China",2015,"BTSX",20.57813,76.64185,"Western Pacific"
"CHN","China",2019,"BTSX",21.05592,77.43322,"Western Pacific"
"CIV","Côte d'Ivoire",2000,"MLE",12.9146,48.9357,"Africa"
"CIV","Côte d'Ivoire",2010,"MLE",14.25535,54.8072,"Africa"
"CIV","Côte d'Ivoire",2015,"MLE",15.06924,57.98104,"Africa"
"CIV","Côte d'Ivoire",2019,"MLE",15.84444,60.52891,"Africa"
"CIV","Côte d'Ivoire",2000,"FMLE",16.81178,52.30949,"Africa"
"CIV","Côte d'Ivoire",2010,"FMLE",17.51949,58.93549,"Africa"
"CIV","Côte d'Ivoire",2015,"FMLE",18.14327,62.9637,"Africa"
"CIV","Côte d'Ivoire",2019,"FMLE",18.6902,65.81046,"Africa"
"CIV","Côte d'Ivoire",2000,"BTSX",14.49633,50.33079,"Africa"
"CIV","Côte d'Ivoire",2010,"BTSX",15.64794,56.61696,"Africa"
"CIV","Côte d'Ivoire",2015,"BTSX",16.39392,60.19939,"Africa"
"CIV","Côte d'Ivoire",2019,"BTSX",17.08477,62.91527,"Africa"
"CMR","Cameroon",2000,"MLE",13.67728,51.34163,"Africa"
"CMR","Cameroon",2010,"MLE",14.43815,55.09486,"Africa"
"CMR","Cameroon",2015,"MLE",15.02234,57.28968,"Africa"
"CMR","Cameroon",2019,"MLE",15.76711,60.28629,"Africa"
"CMR","Cameroon",2000,"FMLE",16.40808,54.35109,"Africa"
"CMR","Cameroon",2010,"FMLE",17.25393,58.09284,"Africa"
"CMR","Cameroon",2015,"FMLE",17.71414,60.98839,"Africa"
"CMR","Cameroon",2019,"FMLE",18.34626,64.49857,"Africa"
"CMR","Cameroon",2000,"BTSX",15.05659,52.82113,"Africa"
"CMR","Cameroon",2010,"BTSX",15.88012,56.58267,"Africa"
"CMR","Cameroon",2015,"BTSX",16.40722,59.11311,"Africa"
"CMR","Cameroon",2019,"BTSX",17.0935,62.35601,"Africa"
"COD","Democratic Republic of the Congo",2000,"MLE",13.28201,50.46237,"Africa"
"COD","Democratic Republic of the Congo",2010,"MLE",14.14408,55.64806,"Africa"
"COD","Democratic Republic of the Congo",2015,"MLE",14.92793,58.25044,"Africa"
"COD","Democratic Republic of the Congo",2019,"MLE",15.35025,60.00336,"Africa"
"COD","Democratic Republic of the Congo",2000,"FMLE",16.37929,54.48838,"Africa"
"COD","Democratic Republic of the Congo",2010,"FMLE",16.76998,59.42277,"Africa"
"COD","Democratic Republic of the Congo",2015,"FMLE",17.52332,62.73359,"Africa"
"COD","Democratic Republic of the Congo",2019,"FMLE",17.87564,64.81888,"Africa"
"COD","Democratic Republic of the Congo",2000,"BTSX",14.87635,52.44439,"Africa"
"COD","Democratic Republic of the Congo",2010,"BTSX",15.49009,57.50722,"Africa"
"COD","Democratic Republic of the Congo",2015,"BTSX",16.24967,60.44355,"Africa"
"COD","Democratic Republic of the Congo",2019,"BTSX",16.6302,62.35105,"Africa"
"COG","Congo",2000,"MLE",12.77586,51.54181,"Africa"
"COG","Congo",2010,"MLE",15.16086,60.98846,"Africa"
"COG","Congo",2015,"MLE",15.50839,62.56468,"Africa"
"COG","Congo",2019,"MLE",15.71496,63.80726,"Africa"
"COG","Congo",2000,"FMLE",14.72978,52.57912,"Africa"
"COG","Congo",2010,"FMLE",16.05134,60.84641,"Africa"
"COG","Congo",2015,"FMLE",16.60241,63.59293,"Africa"
"COG","Congo",2019,"FMLE",17.06684,65.61142,"Africa"
"COG","Congo",2000,"BTSX",13.86793,52.11573,"Africa"
"COG","Congo",2010,"BTSX",15.66505,60.95192,"Africa"
"COG","Congo",2015,"BTSX",16.11145,63.11351,"Africa"
"COG","Congo",2019,"BTSX",16.4464,64.73853,"Africa"
"COL","Colombia",2000,"MLE",20.2905,69.71152,"Americas"
"COL","Colombia",2010,"MLE",21.63741,74.00397,"Americas"
"COL","Colombia",2015,"MLE",21.99516,75.63147,"Americas"
"COL","Colombia",2019,"MLE",22.48425,76.6921,"Americas"
"COL","Colombia",2000,"FMLE",23.06326,77.84826,"Americas"
"COL","Colombia",2010,"FMLE",24.27291,80.14824,"Americas"
"COL","Colombia",2015,"FMLE",24.67866,81.01265,"Americas"
"COL","Colombia",2019,"FMLE",25.26866,81.87032,"Americas"
"COL","Colombia",2000,"BTSX",21.74144,73.74615,"Americas"
"COL","Colombia",2010,"BTSX",23.03183,77.09467,"Americas"
"COL","Colombia",2015,"BTSX",23.41622,78.35336,"Americas"
"COL","Colombia",2019,"BTSX",23.95938,79.31356,"Americas"
"COM","Comoros",2000,"MLE",15.56029,60.15296,"Africa"
"COM","Comoros",2010,"MLE",16.922,63.60187,"Africa"
"COM","Comoros",2015,"MLE",17.22152,65.06989,"Africa"
"COM","Comoros",2019,"MLE",17.44422,65.9165,"Africa"
"COM","Comoros",2000,"FMLE",17.03182,62.85692,"Africa"
"COM","Comoros",2010,"FMLE",18.20874,66.35258,"Africa"
"COM","Comoros",2015,"FMLE",18.54134,67.84341,"Africa"
"COM","Comoros",2019,"FMLE",18.75475,68.88187,"Africa"
"COM","Comoros",2000,"BTSX",16.34116,61.50557,"Africa"
"COM","Comoros",2010,"BTSX",17.60318,64.97557,"Africa"
"COM","Comoros",2015,"BTSX",17.91739,66.45436,"Africa"
"COM","Comoros",2019,"BTSX",18.13271,67.3913,"Africa"
"CPV","Cabo Verde",2000,"MLE",18.16738,66.88631,"Africa"
"CPV","Cabo Verde",2010,"MLE",20.84867,70.82956,"Africa"
"CPV","Cabo Verde",2015,"MLE",21.02976,72.17604,"Africa"
"CPV","Cabo Verde",2019,"MLE",16.81792,69.8988,"Africa"
"CPV","Cabo Verde",2000,"FMLE",22.2527,74.61189,"Africa"
"CPV","Cabo Verde",2010,"FMLE",22.88421,77.26542,"Africa"
"CPV","Cabo Verde",2015,"FMLE",22.12189,77.5892,"Africa"
"CPV","Cabo Verde",2019,"FMLE",21.77146,77.93941,"Africa"
"CPV","Cabo Verde",2000,"BTSX",20.36118,70.97066,"Africa"
"CPV","Cabo Verde",2010,"BTSX",22.07198,74.12373,"Africa"
"CPV","Cabo Verde",2015,"BTSX",21.69371,74.88204,"Africa"
"CPV","Cabo Verde",2019,"BTSX",19.65517,74.03075,"Africa"
"CRI","Costa Rica",2000,"MLE",20.78094,75.47218,"Americas"
"CRI","Costa Rica",2010,"MLE",22.49287,76.98176,"Americas"
"CRI","Costa Rica",2015,"MLE",23.31598,78.16401,"Americas"
"CRI","Costa Rica",2019,"MLE",23.58388,78.31458,"Americas"
"CRI","Costa Rica",2000,"FMLE",23.96025,80.63433,"Americas"
"CRI","Costa Rica",2010,"FMLE",25.3951,82.21595,"Americas"
"CRI","Costa Rica",2015,"FMLE",26.3589,83.47144,"Americas"
"CRI","Costa Rica",2019,"FMLE",26.40328,83.43867,"Americas"
"CRI","Costa Rica",2000,"BTSX",22.38462,78.00478,"Americas"
"CRI","Costa Rica",2010,"BTSX",23.96989,79.55984,"Americas"
"CRI","Costa Rica",2015,"BTSX",24.8664,80.7813,"Americas"
"CRI","Costa Rica",2019,"BTSX",25.02802,80.84692,"Americas"
"CUB","Cuba",2000,"MLE",20.22998,74.58501,"Americas"
"CUB","Cuba",2010,"MLE",20.13843,75.54917,"Americas"
"CUB","Cuba",2015,"MLE",20.34403,75.70345,"Americas"
"CUB","Cuba",2019,"MLE",19.98318,75.36885,"Americas"
"CUB","Cuba",2000,"FMLE",22.98259,79.03805,"Americas"
"CUB","Cuba",2010,"FMLE",22.90981,79.82246,"Americas"
"CUB","Cuba",2015,"FMLE",23.23844,80.18662,"Americas"
"CUB","Cuba",2019,"FMLE",23.17714,80.2512,"Americas"
"CUB","Cuba",2000,"BTSX",21.60023,76.76054,"Americas"
"CUB","Cuba",2010,"BTSX",21.53136,77.65455,"Americas"
"CUB","Cuba",2015,"BTSX",21.8081,77.91375,"Americas"
"CUB","Cuba",2019,"BTSX",21.59241,77.76285,"Americas"
"CYP","Cyprus",2000,"MLE",20.36957,76.52765,"Europe"
"CYP","Cyprus",2010,"MLE",22.16106,78.92952,"Europe"
"CYP","Cyprus",2015,"MLE",22.60652,79.88566,"Europe"
"CYP","Cyprus",2019,"MLE",23.30809,81.11502,"Europe"
"CYP","Cyprus",2000,"FMLE",23.24316,80.98973,"Europe"
"CYP","Cyprus",2010,"FMLE",24.82716,83.09668,"Europe"
"CYP","Cyprus",2015,"FMLE",25.63816,84.11644,"Europe"
"CYP","Cyprus",2019,"FMLE",26.42715,85.11829,"Europe"
"CYP","Cyprus",2000,"BTSX",21.85754,78.74654,"Europe"
"CYP","Cyprus",2010,"BTSX",23.54269,81.01904,"Europe"
"CYP","Cyprus",2015,"BTSX",24.1728,82.01412,"Europe"
"CYP","Cyprus",2019,"BTSX",24.91942,83.14104,"Europe"
"CZE","Czechia",2000,"MLE",17.02598,71.5343,"Europe"
"CZE","Czechia",2010,"MLE",18.77045,74.41394,"Europe"
"CZE","Czechia",2015,"MLE",19.33787,75.56622,"Europe"
"CZE","Czechia",2019,"MLE",19.92919,76.30233,"Europe"
"CZE","Czechia",2000,"FMLE",21.26231,78.2887,"Europe"
"CZE","Czechia",2010,"FMLE",22.95369,80.65443,"Europe"
"CZE","Czechia",2015,"FMLE",23.40351,81.29614,"Europe"
"CZE","Czechia",2019,"FMLE",24.00078,81.93262,"Europe"
"CZE","Czechia",2000,"BTSX",19.33768,74.95213,"Europe"
"CZE","Czechia",2010,"BTSX",21.01207,77.56047,"Europe"
"CZE","Czechia",2015,"BTSX",21.49508,78.45764,"Europe"
"CZE","Czechia",2019,"BTSX",22.06973,79.1303,"Europe"
"DEU","Germany",2000,"MLE",19.47009,75.04047,"Europe"
"DEU","Germany",2010,"MLE",21.39982,77.77688,"Europe"
"DEU","Germany",2015,"MLE",21.46168,78.11604,"Europe"
"DEU","Germany",2019,"MLE",21.86726,78.72021,"Europe"
"DEU","Germany",2000,"FMLE",23.56962,80.91944,"Europe"
"DEU","Germany",2010,"FMLE",24.76417,82.53684,"Europe"
"DEU","Germany",2015,"FMLE",24.83876,82.71346,"Europe"
"DEU","Germany",2019,"FMLE",26.87273,84.77129,"Europe"
"DEU","Germany",2000,"BTSX",21.7505,78.09462,"Europe"
"DEU","Germany",2010,"BTSX",23.15471,80.16794,"Europe"
"DEU","Germany",2015,"BTSX",23.21284,80.42174,"Europe"
"DEU","Germany",2019,"BTSX",24.41208,81.72252,"Europe"
"DJI","Djibouti",2000,"MLE",14.91666,57.87146,"Eastern Mediterranean"
"DJI","Djibouti",2010,"MLE",15.80988,60.63437,"Eastern Mediterranean"
"DJI","Djibouti",2015,"MLE",16.30686,62.83549,"Eastern Mediterranean"
"DJI","Djibouti",2019,"MLE",16.63471,64.09922,"Eastern Mediterranean"
"DJI","Djibouti",2000,"FMLE",17.68142,61.96137,"Eastern Mediterranean"
"DJI","Djibouti",2010,"FMLE",18.42346,63.25947,"Eastern Mediterranean"
"DJI","Djibouti",2015,"FMLE",18.73272,66.61913,"Eastern Mediterranean"
"DJI","Djibouti",2019,"FMLE",18.96071,67.77696,"Eastern Mediterranean"
"DJI","Djibouti",2000,"BTSX",16.28793,59.84435,"Eastern Mediterranean"
"DJI","Djibouti",2010,"BTSX",17.0644,61.8674,"Eastern Mediterranean"
"DJI","Djibouti",2015,"BTSX",17.47813,64.64274,"Eastern Mediterranean"
"DJI","Djibouti",2019,"BTSX",17.75723,65.81488,"Eastern Mediterranean"
"DNK","Denmark",2000,"MLE",18.97174,74.66221,"Europe"
"DNK","Denmark",2010,"MLE",20.76275,77.19883,"Europe"
"DNK","Denmark",2015,"MLE",21.78166,78.7998,"Europe"
"DNK","Denmark",2019,"MLE",22.25902,79.58591,"Europe"
"DNK","Denmark",2000,"FMLE",22.083,79.1277,"Europe"
"DNK","Denmark",2010,"FMLE",23.50118,81.10014,"Europe"
"DNK","Denmark",2015,"FMLE",24.45259,82.35448,"Europe"
"DNK","Denmark",2019,"FMLE",24.85155,83.02058,"Europe"
"DNK","Denmark",2000,"BTSX",20.63325,76.93244,"Europe"
"DNK","Denmark",2010,"BTSX",22.19455,79.16606,"Europe"
"DNK","Denmark",2015,"BTSX",23.16479,80.59389,"Europe"
"DNK","Denmark",2019,"BTSX",23.59464,81.31571,"Europe"
"DOM","Dominican Republic",2000,"MLE",20.73676,70.22039,"Americas"
"DOM","Dominican Republic",2010,"MLE",19.97991,70.4311,"Americas"
"DOM","Dominican Republic",2015,"MLE",18.55331,68.62415,"Americas"
"DOM","Dominican Republic",2019,"MLE",18.98523,69.75737,"Americas"
"DOM","Dominican Republic",2000,"FMLE",24.37822,76.66166,"Americas"
"DOM","Dominican Republic",2010,"FMLE",22.85299,76.14426,"Americas"
"DOM","Dominican Republic",2015,"FMLE",22.01844,75.20355,"Americas"
"DOM","Dominican Republic",2019,"FMLE",22.36033,76.19289,"Americas"
"DOM","Dominican Republic",2000,"BTSX",22.42306,73.2209,"Americas"
"DOM","Dominican Republic",2010,"BTSX",21.38424,73.16863,"Americas"
"DOM","Dominican Republic",2015,"BTSX",20.23917,71.75336,"Americas"
"DOM","Dominican Republic",2019,"BTSX",20.64724,72.84367,"Americas"
"DZA","Algeria",2000,"MLE",19.35888,70.93523,"Africa"
"DZA","Algeria",2010,"MLE",20.8905,74.95451,"Africa"
"DZA","Algeria",2015,"MLE",21.32939,75.64944,"Africa"
"DZA","Algeria",2019,"MLE",21.53045,76.22712,"Africa"
"DZA","Algeria",2000,"FMLE",20.25175,73.53922,"Africa"
"DZA","Algeria",2010,"FMLE",21.85451,76.79234,"Africa"
"DZA","Algeria",2015,"FMLE",22.33388,77.50346,"Africa"
"DZA","Algeria",2019,"FMLE",22.62011,78.12115,"Africa"
"DZA","Algeria",2000,"BTSX",19.80911,72.21101,"Africa"
"DZA","Algeria",2010,"BTSX",21.36816,75.85488,"Africa"
"DZA","Algeria",2015,"BTSX",21.81046,76.54363,"Africa"
"DZA","Algeria",2019,"BTSX",22.04483,77.13415,"Africa"
"ECU","Ecuador",2000,"MLE",20.75323,71.91291,"Americas"
"ECU","Ecuador",2010,"MLE",20.44043,72.30629,"Americas"
"ECU","Ecuador",2015,"MLE",21.39504,74.92125,"Americas"
"ECU","Ecuador",2019,"MLE",22.03512,76.41323,"Americas"
"ECU","Ecuador",2000,"FMLE",23.09301,77.27205,"Americas"
"ECU","Ecuador",2010,"FMLE",22.76713,77.86227,"Americas"
"ECU","Ecuador",2015,"FMLE",23.61479,79.49764,"Americas"
"ECU","Ecuador",2019,"FMLE",24.31149,80.50043,"Americas"
"ECU","Ecuador",2000,"BTSX",21.94214,74.53304,"Americas"
"ECU","Ecuador",2010,"BTSX",21.62346,75.02002,"Americas"
"ECU","Ecuador",2015,"BTSX",22.53198,77.18231,"Americas"
"ECU","Ecuador",2019,"BTSX",23.20397,78.44662,"Americas"
"EGY","Egypt",2000,"MLE",16.77353,67.28972,"Eastern Mediterranean"
"EGY","Egypt",2010,"MLE",16.31344,67.81892,"Eastern Mediterranean"
"EGY","Egypt",2015,"MLE",15.73154,68.21907,"Eastern Mediterranean"
"EGY","Egypt",2019,"MLE",16.48795,69.59159,"Eastern Mediterranean"
"EGY","Egypt",2000,"FMLE",19.99001,72.41843,"Eastern Mediterranean"
"EGY","Egypt",2010,"FMLE",19.07337,72.69277,"Eastern Mediterranean"
"EGY","Egypt",2015,"FMLE",18.26039,72.8947,"Eastern Mediterranean"
"EGY","Egypt",2019,"FMLE",19.10971,74.14153,"Eastern Mediterranean"
"EGY","Egypt",2000,"BTSX",18.46444,69.82364,"Eastern Mediterranean"
"EGY","Egypt",2010,"BTSX",17.74868,70.1955,"Eastern Mediterranean"
"EGY","Egypt",2015,"BTSX",17.02711,70.4922,"Eastern Mediterranean"
"EGY","Egypt",2019,"BTSX",17.82616,71.81616,"Eastern Mediterranean"
"ERI","Eritrea",2000,"MLE",11.69641,51.16452,"Africa"
"ERI","Eritrea",2010,"MLE",12.90314,57.78076,"Africa"
"ERI","Eritrea",2015,"MLE",13.58498,59.40457,"Africa"
"ERI","Eritrea",2019,"MLE",14.12736,61.29938,"Africa"
"ERI","Eritrea",2000,"FMLE",15.56229,58.48181,"Africa"
"ERI","Eritrea",2010,"FMLE",16.22359,63.96805,"Africa"
"ERI","Eritrea",2015,"FMLE",16.55057,65.44547,"Africa"
"ERI","Eritrea",2019,"FMLE",16.82371,67.06857,"Africa"
"ERI","Eritrea",2000,"BTSX",13.51395,54.51377,"Africa"
"ERI","Eritrea",2010,"BTSX",14.5292,60.69732,"Africa"
"ERI","Eritrea",2015,"BTSX",15.08294,62.29015,"Africa"
"ERI","Eritrea",2019,"BTSX",15.49802,64.08144,"Africa"
"ESP","Spain",2000,"MLE",20.34327,75.69277,"Europe"
"ESP","Spain",2010,"MLE",22.15372,78.76283,"Europe"
"ESP","Spain",2015,"MLE",22.56729,79.66458,"Europe"
"ESP","Spain",2019,"MLE",23.27987,80.68297,"Europe"
"ESP","Spain",2000,"FMLE",24.82263,82.47808,"Europe"
"ESP","Spain",2010,"FMLE",26.49732,84.58403,"Europe"
"ESP","Spain",2015,"FMLE",26.68835,84.93915,"Europe"
"ESP","Spain",2019,"FMLE",27.33771,85.68045,"Europe"
"ESP","Spain",2000,"BTSX",22.69663,79.08088,"Europe"
"ESP","Spain",2010,"BTSX",24.42024,81.69273,"Europe"
"ESP","Spain",2015,"BTSX",24.70817,82.33084,"Europe"
"ESP","Spain",2019,"BTSX",25.38906,83.21875,"Europe"
"EST","Estonia",2000,"MLE",15.39392,65.60099,"Europe"
"EST","Estonia",2010,"MLE",17.33868,70.85741,"Europe"
"EST","Estonia",2015,"MLE",18.61842,73.02783,"Europe"
"EST","Estonia",2019,"MLE",19.25809,74.69601,"Europe"
"EST","Estonia",2000,"FMLE",20.94478,76.173,"Europe"
"EST","Estonia",2010,"FMLE",23.19502,80.44887,"Europe"
"EST","Estonia",2015,"FMLE",24.31583,81.70759,"Europe"
"EST","Estonia",2019,"FMLE",24.98523,82.60069,"Europe"
"EST","Estonia",2000,"BTSX",18.6073,70.94411,"Europe"
"EST","Estonia",2010,"BTSX",20.7504,75.87077,"Europe"
"EST","Estonia",2015,"BTSX",21.91946,77.60223,"Europe"
"EST","Estonia",2019,"BTSX",22.53013,78.87813,"Europe"
"ETH","Ethiopia",2000,"MLE",13.42284,49.52137,"Africa"
"ETH","Ethiopia",2010,"MLE",16.28993,61.33376,"Africa"
"ETH","Ethiopia",2015,"MLE",17.04046,65.03864,"Africa"
"ETH","Ethiopia",2019,"MLE",17.44324,66.89559,"Africa"
"ETH","Ethiopia",2000,"FMLE",14.91175,51.69564,"Africa"
"ETH","Ethiopia",2010,"FMLE",18.28858,64.5482,"Africa"
"ETH","Ethiopia",2015,"FMLE",19.09154,68.64172,"Africa"
"ETH","Ethiopia",2019,"FMLE",19.40257,70.52014,"Africa"
"ETH","Ethiopia",2000,"BTSX",14.14521,50.57764,"Africa"
"ETH","Ethiopia",2010,"BTSX",17.28395,62.91552,"Africa"
"ETH","Ethiopia",2015,"BTSX",18.07524,66.82242,"Africa"
"ETH","Ethiopia",2019,"BTSX",18.4487,68.6994,"Africa"
"FIN","Finland",2000,"MLE",19.17303,74.12837,"Europe"
"FIN","Finland",2010,"MLE",21.02889,76.68188,"Europe"
"FIN","Finland",2015,"MLE",21.94675,78.52988,"Europe"
"FIN","Finland",2019,"MLE",22.35576,79.15776,"Europe"
"FIN","Finland",2000,"FMLE",23.55955,80.91476,"Europe"
"FIN","Finland",2010,"FMLE",25.2847,83.03618,"Europe"
"FIN","Finland",2015,"FMLE",25.68243,83.85168,"Europe"
"FIN","Finland",2019,"FMLE",25.80908,84.03592,"Europe"
"FIN","Finland",2000,"BTSX",21.59904,77.59772,"Europe"
"FIN","Finland",2010,"BTSX",23.28721,79.87524,"Europe"
"FIN","Finland",2015,"BTSX",23.91218,81.21355,"Europe"
"FIN","Finland",2019,"BTSX",24.15978,81.6124,"Europe"
"FJI","Fiji",2000,"MLE",13.31153,63.68639,"Western Pacific"
"FJI","Fiji",2010,"MLE",14.76748,65.86063,"Western Pacific"
"FJI","Fiji",2015,"MLE",14.76324,65.77479,"Western Pacific"
"FJI","Fiji",2019,"MLE",14.88122,65.93024,"Western Pacific"
"FJI","Fiji",2000,"FMLE",16.25373,68.4288,"Western Pacific"
"FJI","Fiji",2010,"FMLE",16.83753,69.52204,"Western Pacific"
"FJI","Fiji",2015,"FMLE",17.22583,70.07651,"Western Pacific"
"FJI","Fiji",2019,"FMLE",17.48544,70.28452,"Western Pacific"
"FJI","Fiji",2000,"BTSX",14.70161,65.89899,"Western Pacific"
"FJI","Fiji",2010,"BTSX",15.78006,67.60218,"Western Pacific"
"FJI","Fiji",2015,"BTSX",15.98873,67.82661,"Western Pacific"
"FJI","Fiji",2019,"BTSX",16.17678,68.01035,"Western Pacific"
"FRA","France",2000,"MLE",20.39186,75.23779,"Europe"
"FRA","France",2010,"MLE",22.34975,77.96297,"Europe"
"FRA","France",2015,"MLE",22.85283,78.9938,"Europe"
"FRA","France",2019,"MLE",23.27017,79.75678,"Europe"
"FRA","France",2000,"FMLE",25.28648,82.51837,"Europe"
"FRA","France",2010,"FMLE",26.76762,84.34424,"Europe"
"FRA","France",2015,"FMLE",26.93075,84.71786,"Europe"
"FRA","France",2019,"FMLE",27.21364,85.08698,"Europe"
"FRA","France",2000,"BTSX",23.00835,78.91328,"Europe"
"FRA","France",2010,"BTSX",24.70755,81.21869,"Europe"
"FRA","France",2015,"BTSX",25.00999,81.9132,"Europe"
"FRA","France",2019,"BTSX",25.34413,82.47668,"Europe"
"FSM","Micronesia (Federated States of)",2000,"MLE",13.74858,58.45256,"Western Pacific"
"FSM","Micronesia (Federated States of)",2010,"MLE",14.06214,60.01329,"Western Pacific"
"FSM","Micronesia (Federated States of)",2015,"MLE",13.96259,60.14181,"Western Pacific"
"FSM","Micronesia (Federated States of)",2019,"MLE",13.81512,60.34532,"Western Pacific"
"FSM","Micronesia (Federated States of)",2000,"FMLE",15.4717,64.20377,"Western Pacific"
"FSM","Micronesia (Federated States of)",2010,"FMLE",15.64645,65.6123,"Western Pacific"
"FSM","Micronesia (Federated States of)",2015,"FMLE",15.60145,65.66338,"Western Pacific"
"FSM","Micronesia (Federated States of)",2019,"FMLE",15.57699,66.04779,"Western Pacific"
"FSM","Micronesia (Federated States of)",2000,"BTSX",14.6258,61.19261,"Western Pacific"
"FSM","Micronesia (Federated States of)",2010,"BTSX",14.87293,62.66982,"Western Pacific"
"FSM","Micronesia (Federated States of)",2015,"BTSX",14.78011,62.74269,"Western Pacific"
"FSM","Micronesia (Federated States of)",2019,"BTSX",14.69783,63.02715,"Western Pacific"
"GAB","Gabon",2000,"MLE",13.40602,56.14642,"Africa"
"GAB","Gabon",2010,"MLE",14.42783,60.12144,"Africa"
"GAB","Gabon",2015,"MLE",14.87411,62.1062,"Africa"
"GAB","Gabon",2019,"MLE",15.15166,63.59354,"Africa"
"GAB","Gabon",2000,"FMLE",16.95538,60.10243,"Africa"
"GAB","Gabon",2010,"FMLE",18.23144,64.2548,"Africa"
"GAB","Gabon",2015,"FMLE",18.98127,68.09052,"Africa"
"GAB","Gabon",2019,"FMLE",19.25307,69.73158,"Africa"
"GAB","Gabon",2000,"BTSX",15.23425,58.09779,"Africa"
"GAB","Gabon",2010,"BTSX",16.36185,62.16494,"Africa"
"GAB","Gabon",2015,"BTSX",16.91494,64.93317,"Africa"
"GAB","Gabon",2019,"BTSX",17.16747,66.46912,"Africa"
"GBR","United Kingdom of Great Britain and Northern Ireland",2000,"MLE",19.48533,75.49091,"Europe"
"GBR","United Kingdom of Great Britain and Northern Ireland",2010,"MLE",21.98775,78.34451,"Europe"
"GBR","United Kingdom of Great Britain and Northern Ireland",2015,"MLE",22.30888,78.93338,"Europe"
"GBR","United Kingdom of Great Britain and Northern Ireland",2019,"MLE",22.95967,79.78545,"Europe"
"GBR","United Kingdom of Great Britain and Northern Ireland",2000,"FMLE",22.90793,80.09297,"Europe"
"GBR","United Kingdom of Great Britain and Northern Ireland",2010,"FMLE",24.61658,82.09373,"Europe"
"GBR","United Kingdom of Great Britain and Northern Ireland",2015,"FMLE",24.64887,82.34264,"Europe"
"GBR","United Kingdom of Great Britain and Northern Ireland",2019,"FMLE",25.23362,82.99003,"Europe"
"GBR","United Kingdom of Great Britain and Northern Ireland",2000,"BTSX",21.30563,77.85276,"Europe"
"GBR","United Kingdom of Great Britain and Northern Ireland",2010,"BTSX",23.35768,80.24544,"Europe"
"GBR","United Kingdom of Great Britain and Northern Ireland",2015,"BTSX",23.51712,80.65246,"Europe"
"GBR","United Kingdom of Great Britain and Northern Ireland",2019,"BTSX",24.13215,81.40353,"Europe"
"GEO","Georgia",2000,"MLE",15.21082,65.57988,"Europe"
"GEO","Georgia",2010,"MLE",15.93195,67.43574,"Europe"
"GEO","Georgia",2015,"MLE",15.98012,68.2441,"Europe"
"GEO","Georgia",2019,"MLE",16.04998,68.79258,"Europe"
"GEO","Georgia",2000,"FMLE",18.4478,73.13734,"Europe"
"GEO","Georgia",2010,"FMLE",20.11222,76.30207,"Europe"
"GEO","Georgia",2015,"FMLE",20.45818,76.9273,"Europe"
"GEO","Georgia",2019,"FMLE",21.01847,77.76276,"Europe"
"GEO","Georgia",2000,"BTSX",16.99349,69.40902,"Europe"
"GEO","Georgia",2010,"BTSX",18.21995,71.87132,"Europe"
"GEO","Georgia",2015,"BTSX",18.42638,72.58078,"Europe"
"GEO","Georgia",2019,"BTSX",18.76264,73.2812,"Europe"
"GHA","Ghana",2000,"MLE",14.84272,57.74979,"Africa"
"GHA","Ghana",2010,"MLE",14.55392,59.69993,"Africa"
"GHA","Ghana",2015,"MLE",15.1166,61.96555,"Africa"
"GHA","Ghana",2019,"MLE",15.65692,63.66003,"Africa"
"GHA","Ghana",2000,"FMLE",17.25373,60.7991,"Africa"
"GHA","Ghana",2010,"FMLE",17.94059,64.52904,"Africa"
"GHA","Ghana",2015,"FMLE",18.55641,67.41139,"Africa"
"GHA","Ghana",2019,"FMLE",18.88577,69.16389,"Africa"
"GHA","Ghana",2000,"BTSX",16.04991,59.2442,"Africa"
"GHA","Ghana",2010,"BTSX",16.20934,61.99749,"Africa"
"GHA","Ghana",2015,"BTSX",16.79972,64.5454,"Africa"
"GHA","Ghana",2019,"BTSX",17.2493,66.27741,"Africa"
"GIN","Guinea",2000,"MLE",14.97354,53.10465,"Africa"
"GIN","Guinea",2010,"MLE",14.71517,56.64756,"Africa"
"GIN","Guinea",2015,"MLE",14.84741,57.27705,"Africa"
"GIN","Guinea",2019,"MLE",15.62309,59.47763,"Africa"
"GIN","Guinea",2000,"FMLE",16.25803,55.29761,"Africa"
"GIN","Guinea",2010,"FMLE",16.59406,59.25798,"Africa"
"GIN","Guinea",2015,"FMLE",16.62466,60.0704,"Africa"
