"CountryCode","Year","Sex","LifeExpectancyAt60"
"GIN",2000,"MLE",14.97354
"GIN",2010,"MLE",14.71517
"GIN",2015,"MLE",14.84741
"GIN",2019,"MLE",15.62309
"GIN",2000,"FMLE",16.25803
"GIN",2010,"FMLE",16.59406
"GIN",2015,"FMLE",16.62466
"GIN",2019,"FMLE",17.16461
"GIN",2000,"BTSX",15.68861
"GIN",2010,"BTSX",15.79181
"GIN",2015,"BTSX",15.88976
"GIN",2019,"BTSX",16.54319
"GMB",2000,"MLE",14.93694
"GMB",2010,"MLE",15.31343
"GMB",2015,"MLE",15.56828
"GMB",2019,"MLE",15.76532
"GMB",2000,"FMLE",17.65122
"GMB",2010,"FMLE",17.74082
"GMB",2015,"FMLE",17.88015
"GMB",2019,"FMLE",18.04276
"GMB",2000,"BTSX",16.21414
"GMB",2010,"BTSX",16.45064
"GMB",2015,"BTSX",16.66744
"GMB",2019,"BTSX",16.85495
"GNB",2000,"MLE",12.0754
"GNB",2010,"MLE",12.8711
"GNB",2015,"MLE",13.3631
"GNB",2019,"MLE",13.91712
"GNB",2000,"FMLE",15.37826
"GNB",2010,"FMLE",15.95992
"GNB",2015,"FMLE",16.31794
"GNB",2019,"FMLE",16.72234
"GNB",2000,"BTSX",13.82502
"GNB",2010,"BTSX",14.58692
"GNB",2015,"BTSX",15.02951
"GNB",2019,"BTSX",15.50089
"GNQ",2000,"MLE",13.99731
"GNQ",2010,"MLE",16.9542
"GNQ",2015,"MLE",16.79868
"GNQ",2019,"MLE",16.54481
"GNQ",2000,"FMLE",17.14214
"GNQ",2010,"FMLE",18.27827
"GNQ",2015,"FMLE",18.70536
"GNQ",2019,"FMLE",18.80956
"GNQ",2000,"BTSX",15.49089
"GNQ",2010,"BTSX",17.60762
"GNQ",2015,"BTSX",17.71576
"GNQ",2019,"BTSX",17.64006
"GRC",2000,"MLE",19.88561
"GRC",2010,"MLE",21.73166
"GRC",2015,"MLE",21.72049
"GRC",2019,"MLE",22.0668
"GRC",2000,"FMLE",23.08647
"GRC",2010,"FMLE",24.84667
"GRC",2015,"FMLE",25.11199
"GRC",2019,"FMLE",25.51813
"GRC",2000,"BTSX",21.54306
"GRC",2010,"BTSX",23.33244
"GRC",2015,"BTSX",23.45556
"GRC",2019,"BTSX",23.83807
"GRD",2000,"MLE",15.12106
"GRD",2010,"MLE",15.59488
"GRD",2015,"MLE",17.34478
"GRD",2019,"MLE",17.15669
"GRD",2000,"FMLE",20.99731
"GRD",2010,"FMLE",20.47646
"GRD",2015,"FMLE",20.39262
"GRD",2019,"FMLE",20.34186
"GRD",2000,"BTSX",17.86283
"GRD",2010,"BTSX",17.74086
"GRD",2015,"BTSX",18.85774
"GRD",2019,"BTSX",18.72923
"GTM",2000,"MLE",18.10077
"GTM",2010,"MLE",18.55423
"GTM",2015,"MLE",18.81231
"GTM",2019,"MLE",19.40481
"GTM",2000,"FMLE",20.11777
"GTM",2010,"FMLE",20.49061
"GTM",2015,"FMLE",20.80924
"GTM",2019,"FMLE",21.42733
"GTM",2000,"BTSX",19.11469
"GTM",2010,"BTSX",19.55191
"GTM",2015,"BTSX",19.85057
"GTM",2019,"BTSX",20.47426
"GUY",2000,"MLE",14.61477
"GUY",2010,"MLE",14.79582
"GUY",2015,"MLE",15.18634
"GUY",2019,"MLE",15.10154
"GUY",2000,"FMLE",17.28623
"GUY",2010,"FMLE",17.5573
"GUY",2015,"FMLE",18.03268
"GUY",2019,"FMLE",18.10368
"GUY",2000,"BTSX",15.93395
"GUY",2010,"BTSX",16.17145
"GUY",2015,"BTSX",16.61349
"GUY",2019,"BTSX",16.55256
"HND",2000,"MLE",19.62294
"HND",2010,"MLE",18.69094
"HND",2015,"MLE",17.03713
"HND",2019,"MLE",17.54318
"HND",2000,"FMLE",19.55533
"HND",2010,"FMLE",19.06976
"HND",2015,"FMLE",18.64766
"HND",2019,"FMLE",19.08148
"HND",2000,"BTSX",19.55458
"HND",2010,"BTSX",18.85815
"HND",2015,"BTSX",17.87262
"HND",2019,"BTSX",18.3489
"HRV",2000,"MLE",16.68758
"HRV",2010,"MLE",18.08657
"HRV",2015,"MLE",18.58987
"HRV",2019,"MLE",19.44159
"HRV",2000,"FMLE",20.91128
"HRV",2010,"FMLE",22.38735
"HRV",2015,"FMLE",23.15793
"HRV",2019,"FMLE",23.74861
"HRV",2000,"BTSX",19.02144
"HRV",2010,"BTSX",20.4222
"HRV",2015,"BTSX",21.04749
"HRV",2019,"BTSX",21.75607
"HTI",2000,"MLE",15.58817
"HTI",2010,"MLE",10.85599
"HTI",2015,"MLE",16.25056
"HTI",2019,"MLE",16.49553
"HTI",2000,"FMLE",15.91929
"HTI",2010,"FMLE",12.00903
"HTI",2015,"FMLE",16.6563
"HTI",2019,"FMLE",17.01185
"HTI",2000,"BTSX",15.76748
"HTI",2010,"BTSX",11.45893
"HTI",2015,"BTSX",16.47004
"HTI",2019,"BTSX",16.77294
"HUN",2000,"MLE",15.31347
"HUN",2010,"MLE",16.97544
"HUN",2015,"MLE",17.44253
"HUN",2019,"MLE",17.71746
"HUN",2000,"FMLE",20.11938
"HUN",2010,"FMLE",21.81021
"HUN",2015,"FMLE",21.85916
"HUN",2019,"FMLE",22.26551
"HUN",2000,"BTSX",17.96004
"HUN",2010,"BTSX",19.6718
"HUN",2015,"BTSX",19.90496
"HUN",2019,"BTSX",20.22187
"IDN",2000,"MLE",16.84391
"IDN",2010,"MLE",16.44334
"IDN",2015,"MLE",16.53777
"IDN",2019,"MLE",16.72514
"IDN",2000,"FMLE",18.18377
"IDN",2010,"FMLE",18.398
"IDN",2015,"FMLE",18.75166
"IDN",2019,"FMLE",19.13315
"IDN",2000,"BTSX",17.5615
"IDN",2010,"BTSX",17.45754
"IDN",2015,"BTSX",17.6684
"IDN",2019,"BTSX",17.94286
"IND",2000,"MLE",15.40729
"IND",2010,"MLE",16.90731
"IND",2015,"MLE",17.74288
"IND",2019,"MLE",18.11326
"IND",2000,"FMLE",16.83701
"IND",2010,"FMLE",19.02203
"IND",2015,"FMLE",19.25117
"IND",2019,"FMLE",19.54051
"IND",2000,"BTSX",16.11588
"IND",2010,"BTSX",17.95123
"IND",2015,"BTSX",18.49405
"IND",2019,"BTSX",18.8222
"IRL",2000,"MLE",18.34245
"IRL",2010,"MLE",21.67834
"IRL",2015,"MLE",22.31315
"IRL",2019,"MLE",23.01073
"IRL",2000,"FMLE",21.93208
"IRL",2010,"FMLE",24.56796
"IRL",2015,"FMLE",24.93987
"IRL",2019,"FMLE",25.3295
"IRL",2000,"BTSX",20.18785
"IRL",2010,"BTSX",23.18457
"IRL",2015,"BTSX",23.65937
"IRL",2019,"BTSX",24.19091
"IRN",2000,"MLE",18.97727
"IRN",2010,"MLE",20.59399
"IRN",2015,"MLE",20.90847
"IRN",2019,"MLE",21.17722
"IRN",2000,"FMLE",20.53746
"IRN",2010,"FMLE",22.2866
"IRN",2015,"FMLE",22.29658
"IRN",2019,"FMLE",22.47921
"IRN",2000,"BTSX",19.6998
"IRN",2010,"BTSX",21.40397
"IRN",2015,"BTSX",21.55991
"IRN",2019,"BTSX",21.81571
"IRQ",2000,"MLE",17.01357
"IRQ",2010,"MLE",17.54575
"IRQ",2015,"MLE",17.88577
"IRQ",2019,"MLE",17.61909
"IRQ",2000,"FMLE",19.5677
"IRQ",2010,"FMLE",20.02191
"IRQ",2015,"FMLE",20.49473
"IRQ",2019,"FMLE",20.65984
"IRQ",2000,"BTSX",18.30223
"IRQ",2010,"BTSX",18.81914
"IRQ",2015,"BTSX",19.23528
"IRQ",2019,"BTSX",19.18437
"ISL",2000,"MLE",21.18249
"ISL",2010,"MLE",22.73277
"ISL",2015,"MLE",23.45096
"ISL",2019,"MLE",23.70792
"ISL",2000,"FMLE",23.96668
"ISL",2010,"FMLE",25.01822
"ISL",2015,"FMLE",25.29009
"ISL",2019,"FMLE",25.53747
"ISL",2000,"BTSX",22.62352
"ISL",2010,"BTSX",23.91312
"ISL",2015,"BTSX",24.40782
"ISL",2019,"BTSX",24.63693
"ISR",2000,"MLE",20.56894
"ISR",2010,"MLE",22.80171
"ISR",2015,"MLE",22.87366
"ISR",2019,"MLE",23.62011
"ISR",2000,"FMLE",23.1285
"ISR",2010,"FMLE",25.30687
"ISR",2015,"FMLE",25.58589
"ISR",2019,"FMLE",26.03428
"ISR",2000,"BTSX",21.94996
"ISR",2010,"BTSX",24.15298
"ISR",2015,"BTSX",24.31451
"ISR",2019,"BTSX",24.89724
"ITA",2000,"MLE",20.28382
"ITA",2010,"MLE",22.35595
"ITA",2015,"MLE",22.74619
"ITA",2019,"MLE",23.35777
"ITA",2000,"FMLE",24.47219
"ITA",2010,"FMLE",26.09557
"ITA",2015,"FMLE",26.00781
"ITA",2019,"FMLE",26.52769
"ITA",2000,"BTSX",22.53851
"ITA",2010,"BTSX",24.36534
"ITA",2015,"BTSX",24.48475
"ITA",2019,"BTSX",25.03944
"JAM",2000,"MLE",19.71922
"JAM",2010,"MLE",19.6539
"JAM",2015,"MLE",19.86732
"JAM",2019,"MLE",20.07156
"JAM",2000,"FMLE",22.27983
"JAM",2010,"FMLE",23.78668
"JAM",2015,"FMLE",22.95153
"JAM",2019,"FMLE",22.63009
"JAM",2000,"BTSX",20.99153
"JAM",2010,"BTSX",21.6315
"JAM",2015,"BTSX",21.36091
"JAM",2019,"BTSX",21.32162
"JOR",2000,"MLE",19.54422
"JOR",2010,"MLE",20.52635
"JOR",2015,"MLE",21.51323
"JOR",2019,"MLE",21.56149
"JOR",2000,"FMLE",17.94638
"JOR",2010,"FMLE",21.44251
"JOR",2015,"FMLE",22.10253
"JOR",2019,"FMLE",22.07487
"JOR",2000,"BTSX",18.61334
"JOR",2010,"BTSX",20.98819
"JOR",2015,"BTSX",21.78687
"JOR",2019,"BTSX",21.80557
"JPN",2000,"MLE",21.3246
"JPN",2010,"MLE",22.56198
"JPN",2015,"MLE",23.37012
"JPN",2019,"MLE",23.94869
"JPN",2000,"FMLE",26.58672
"JPN",2010,"FMLE",27.68736
"JPN",2015,"FMLE",28.12194
"JPN",2019,"FMLE",28.55578
"JPN",2000,"BTSX",24.14569
"JPN",2010,"BTSX",25.26958
"JPN",2015,"BTSX",25.86486
"JPN",2019,"BTSX",26.34808
"KAZ",2000,"MLE",12.34197
"KAZ",2010,"MLE",14.58363
"KAZ",2015,"MLE",15.91357
"KAZ",2019,"MLE",16.84301
"KAZ",2000,"FMLE",17.75512
"KAZ",2010,"FMLE",19.19334
"KAZ",2015,"FMLE",20.62115
"KAZ",2019,"FMLE",21.4368
"KAZ",2000,"BTSX",15.31295
"KAZ",2010,"BTSX",17.15685
"KAZ",2015,"BTSX",18.5904
"KAZ",2019,"BTSX",19.46027
"KEN",2000,"MLE",14.52364
"KEN",2010,"MLE",14.87207
"KEN",2015,"MLE",15.58959
"KEN",2019,"MLE",15.98571
"KEN",2000,"FMLE",18.10426
"KEN",2010,"FMLE",18.48417
"KEN",2015,"FMLE",18.82303
"KEN",2019,"FMLE",19.08801
"KEN",2000,"BTSX",16.33276
"KEN",2010,"BTSX",16.78532
"KEN",2015,"BTSX",17.31884
"KEN",2019,"BTSX",17.64418
"KGZ",2000,"MLE",14.85952
"KGZ",2010,"MLE",15.52956
"KGZ",2015,"MLE",16.28174
"KGZ",2019,"MLE",17.78028
"KGZ",2000,"FMLE",18.26509
"KGZ",2010,"FMLE",19.30854
"KGZ",2015,"FMLE",20.24357
"KGZ",2019,"FMLE",21.66884
"KGZ",2000,"BTSX",16.72375
"KGZ",2010,"BTSX",17.56057
"KGZ",2015,"BTSX",18.41276
"KGZ",2019,"BTSX",20.00511
"KHM",2000,"MLE",14.41347
"KHM",2010,"MLE",15.51978
"KHM",2015,"MLE",15.83321
"KHM",2019,"MLE",15.93221
"KHM",2000,"FMLE",17.0701
"KHM",2010,"FMLE",18.61096
"KHM",2015,"FMLE",18.94457
"KHM",2019,"FMLE",19.10782
"KHM",2000,"BTSX",15.81077
"KHM",2010,"BTSX",17.21808
"KHM",2015,"BTSX",17.56814
"KHM",2019,"BTSX",17.73693
"KIR",2000,"MLE",11.27536
"KIR",2010,"MLE",12.03399
"KIR",2015,"MLE",12.29513
"KIR",2019,"MLE",12.50471
"KIR",2000,"FMLE",13.65246
"KIR",2010,"FMLE",14.15171
"KIR",2015,"FMLE",14.39102
"KIR",2019,"FMLE",14.63824
"KIR",2000,"BTSX",12.55722
"KIR",2010,"BTSX",13.18134
"KIR",2015,"BTSX",13.46772
"KIR",2019,"BTSX",13.69346
"KOR",2000,"MLE",18.14842
"KOR",2010,"MLE",21.0508
"KOR",2015,"MLE",22.28928
"KOR",2019,"MLE",23.37289
"KOR",2000,"FMLE",22.66009
"KOR",2010,"FMLE",25.88223
"KOR",2015,"FMLE",26.90952
"KOR",2019,"FMLE",27.8674
"KOR",2000,"BTSX",20.69324
"KOR",2010,"BTSX",23.71878
"KOR",2015,"BTSX",24.81965
"KOR",2019,"BTSX",25.79693
"KWT",2000,"MLE",21.23721
"KWT",2010,"MLE",22.67445
"KWT",2015,"MLE",23.15733
"KWT",2019,"MLE",22.81668
"KWT",2000,"FMLE",23.50409
"KWT",2010,"FMLE",23.98257
"KWT",2015,"FMLE",25.89733
"KWT",2019,"FMLE",25.8976
"KWT",2000,"BTSX",22.19426
"KWT",2010,"BTSX",23.21484
"KWT",2015,"BTSX",24.21311
"KWT",2019,"BTSX",23.96027
"LAO",2000,"MLE",14.03873
"LAO",2010,"MLE",15.48835
"LAO",2015,"MLE",16.19831
"LAO",2019,"MLE",16.34857
"LAO",2000,"FMLE",16.47594
"LAO",2010,"FMLE",18.13389
"LAO",2015,"FMLE",18.70745
"LAO",2019,"FMLE",18.88623
"LAO",2000,"BTSX",15.29676
"LAO",2010,"BTSX",16.87227
"LAO",2015,"BTSX",17.50435
"LAO",2019,"BTSX",17.64838
"LBN",2000,"MLE",18.8749
"LBN",2010,"MLE",18.27117
"LBN",2015,"MLE",18.2883
"LBN",2019,"MLE",18.76498
"LBN",2000,"FMLE",20.74391
"LBN",2010,"FMLE",21.70586
"LBN",2015,"FMLE",22.08918
"LBN",2019,"FMLE",22.39937
"LBN",2000,"BTSX",19.84059
"LBN",2010,"BTSX",19.90111
"LBN",2015,"BTSX",20.12858
"LBN",2019,"BTSX",20.52881
"LBR",2000,"MLE",15.32861
"LBR",2010,"MLE",16.34167
"LBR",2015,"MLE",16.79642
"LBR",2019,"MLE",17.43153
"LBR",2000,"FMLE",16.24643
"LBR",2010,"FMLE",17.03313
"LBR",2015,"FMLE",17.2783
"LBR",2019,"FMLE",18.01664
"LBR",2000,"BTSX",15.79441
"LBR",2010,"BTSX",16.71073
"LBR",2015,"BTSX",17.059
"LBR",2019,"BTSX",17.74909
"LBY",2000,"MLE",20.01393
"LBY",2010,"MLE",20.98413
"LBY",2015,"MLE",20.69587
"LBY",2019,"MLE",20.5486
"LBY",2000,"FMLE",22.00329
"LBY",2010,"FMLE",22.01274
"LBY",2015,"FMLE",21.91488
"LBY",2019,"FMLE",21.88967
"LBY",2000,"BTSX",20.98638
"LBY",2010,"BTSX",21.52477
"LBY",2015,"BTSX",21.34019
"LBY",2019,"BTSX",21.2646
"LCA",2000,"MLE",18.49771
"LCA",2010,"MLE",19.92318
"LCA",2015,"MLE",19.80469
"LCA",2019,"MLE",19.16143
"LCA",2000,"FMLE",21.66045
"LCA",2010,"FMLE",24.29352
"LCA",2015,"FMLE",23.77582
"LCA",2019,"FMLE",22.9088
"LCA",2000,"BTSX",20.03307
"LCA",2010,"BTSX",22.02484
"LCA",2015,"BTSX",21.69136
"LCA",2019,"BTSX",20.91438
"LKA",2000,"MLE",18.05703
"LKA",2010,"MLE",18.06936
"LKA",2015,"MLE",18.64627
"LKA",2019,"MLE",18.6433
"LKA",2000,"FMLE",21.21935
"LKA",2010,"FMLE",21.8166
"LKA",2015,"FMLE",22.56384
"LKA",2019,"FMLE",22.62945
"LKA",2000,"BTSX",19.62037
"LKA",2010,"BTSX",20.02561
"LKA",2015,"BTSX",20.71452
"LKA",2019,"BTSX",20.75777
"LSO",2000,"MLE",10.99413
"LSO",2010,"MLE",10.57073
"LSO",2015,"MLE",10.67378
"LSO",2019,"MLE",11.21521
"LSO",2000,"FMLE",16.65461
"LSO",2010,"FMLE",14.70431
"LSO",2015,"FMLE",14.4158
"LSO",2019,"FMLE",15.24077
"LSO",2000,"BTSX",13.94744
"LSO",2010,"BTSX",12.77326
"LSO",2015,"BTSX",12.70422
"LSO",2019,"BTSX",13.42881
"LTU",2000,"MLE",16.44917
"LTU",2010,"MLE",16.3715
"LTU",2015,"MLE",16.88623
"LTU",2019,"MLE",17.58451
"LTU",2000,"FMLE",21.66015
"LTU",2010,"FMLE",22.48685
"LTU",2015,"FMLE",22.94586
"LTU",2019,"FMLE",23.46437
"LTU",2000,"BTSX",19.46374
"LTU",2010,"BTSX",19.86899
"LTU",2015,"BTSX",20.32473
"LTU",2019,"BTSX",20.92947
"LUX",2000,"MLE",19.38195
"LUX",2010,"MLE",21.64377
"LUX",2015,"MLE",22.81427
"LUX",2019,"MLE",22.91068
"LUX",2000,"FMLE",23.7222
"LUX",2010,"FMLE",25.1484
"LUX",2015,"FMLE",25.90703
"LUX",2019,"FMLE",25.80766
"LUX",2000,"BTSX",21.77266
"LUX",2010,"BTSX",23.53922
"LUX",2015,"BTSX",24.44272
"LUX",2019,"BTSX",24.39803
"LVA",2000,"MLE",15.06371
"LVA",2010,"MLE",15.8232
"LVA",2015,"MLE",17.14222
"LVA",2019,"MLE",17.24725
"LVA",2000,"FMLE",20.63593
"LVA",2010,"FMLE",21.70487
"LVA",2015,"FMLE",22.65114
"LVA",2019,"FMLE",22.95242
"LVA",2000,"BTSX",18.33053
"LVA",2010,"BTSX",19.24125
"LVA",2015,"BTSX",20.35271
"LVA",2019,"BTSX",20.52951
"MAR",2000,"MLE",17.79214
"MAR",2010,"MLE",18.85056
"MAR",2015,"MLE",17.86806
"MAR",2019,"MLE",17.73851
"MAR",2000,"FMLE",18.94506
"MAR",2010,"FMLE",18.75912
"MAR",2015,"FMLE",19.18395
"MAR",2019,"FMLE",19.58587
"MAR",2000,"BTSX",18.41215
"MAR",2010,"BTSX",18.71816
"MAR",2015,"BTSX",18.54361
"MAR",2019,"BTSX",18.67064
"MDA",2000,"MLE",13.99932
"MDA",2010,"MLE",14.50671
"MDA",2015,"MLE",15.58431
"MDA",2019,"MLE",16.62599
"MDA",2000,"FMLE",17.15537
"MDA",2010,"FMLE",18.1834
"MDA",2015,"FMLE",19.53036
"MDA",2019,"FMLE",20.91747
"MDA",2000,"BTSX",15.76725
"MDA",2010,"BTSX",16.52721
"MDA",2015,"BTSX",17.75986
"MDA",2019,"BTSX",19.02059
"MDG",2000,"MLE",14.60097
"MDG",2010,"MLE",15.32572
"MDG",2015,"MLE",15.80019
"MDG",2019,"MLE",16.14579
"MDG",2000,"FMLE",16.21755
"MDG",2010,"FMLE",16.88522
"MDG",2015,"FMLE",17.15616
"MDG",2019,"FMLE",17.3255
"MDG",2000,"BTSX",15.38046
"MDG",2010,"BTSX",16.12037
"MDG",2015,"BTSX",16.50196
"MDG",2019,"BTSX",16.76096
"MDV",2000,"MLE",18.07011
"MDV",2010,"MLE",19.69851
"MDV",2015,"MLE",20.80705
"MDV",2019,"MLE",21.38714
"MDV",2000,"FMLE",17.79935
"MDV",2010,"FMLE",21.03553
"MDV",2015,"FMLE",21.94912
"MDV",2019,"FMLE",23.05277
"MDV",2000,"BTSX",17.95007
"MDV",2010,"BTSX",20.29833
"MDV",2015,"BTSX",21.34107
"MDV",2019,"BTSX",22.14548
"MEX",2000,"MLE",20.28413
"MEX",2010,"MLE",20.26371
"MEX",2015,"MLE",20.42094
"MEX",2019,"MLE",20.49691
"MEX",2000,"FMLE",22.73403
"MEX",2010,"FMLE",22.67259
"MEX",2015,"FMLE",22.93407
"MEX",2019,"FMLE",23.06463
"MEX",2000,"BTSX",21.57187
"MEX",2010,"BTSX",21.518
"MEX",2015,"BTSX",21.72903
"MEX",2019,"BTSX",21.8363
"MKD",2000,"MLE",15.17092
"MKD",2010,"MLE",16.11002
"MKD",2015,"MLE",16.56571
"MKD",2019,"MLE",16.97023
"MKD",2000,"FMLE",17.66599
"MKD",2010,"FMLE",18.74659
"MKD",2015,"FMLE",19.18453
"MKD",2019,"FMLE",19.63952
"MKD",2000,"BTSX",16.44249
"MKD",2010,"BTSX",17.45965
"MKD",2015,"BTSX",17.90269
"MKD",2019,"BTSX",18.32638
"MLI",2000,"MLE",16.19271
"MLI",2010,"MLE",16.66155
"MLI",2015,"MLE",16.92873
"MLI",2019,"MLE",17.34824
"MLI",2000,"FMLE",15.86896
"MLI",2010,"FMLE",16.99226
"MLI",2015,"FMLE",17.20251
"MLI",2019,"FMLE",17.55724
"MLI",2000,"BTSX",16.01688
"MLI",2010,"BTSX",16.84287
"MLI",2015,"BTSX",17.07956
"MLI",2019,"BTSX",17.46292
"MLT",2000,"MLE",19.02831
"MLT",2010,"MLE",21.46465
"MLT",2015,"MLE",22.69789
"MLT",2019,"MLE",22.98686
"MLT",2000,"FMLE",22.37881
"MLT",2010,"FMLE",24.71247
"MLT",2015,"FMLE",25.57734
"MLT",2019,"FMLE",25.85562
"MLT",2000,"BTSX",20.81145
"MLT",2010,"BTSX",23.20163
"MLT",2015,"BTSX",24.22947
"MLT",2019,"BTSX",24.48678
"MMR",2000,"MLE",13.80628
"MMR",2010,"MLE",15.09562
"MMR",2015,"MLE",15.78358
"MMR",2019,"MLE",16.17427
"MMR",2000,"FMLE",16.86963
"MMR",2010,"FMLE",18.60733
"MMR",2015,"FMLE",19.27287
"MMR",2019,"FMLE",19.62203
"MMR",2000,"BTSX",15.43322
"MMR",2010,"BTSX",16.97136
"MMR",2015,"BTSX",17.68015
"MMR",2019,"BTSX",18.06278
"MNE",2000,"MLE",17.65465
"MNE",2010,"MLE",17.46894
"MNE",2015,"MLE",17.24969
"MNE",2019,"MLE",17.44189
"MNE",2000,"FMLE",20.6147
"MNE",2010,"FMLE",20.30449
"MNE",2015,"FMLE",20.59289
"MNE",2019,"FMLE",21.32127
"MNE",2000,"BTSX",19.21077
"MNE",2010,"BTSX",18.96911
"MNE",2015,"BTSX",18.99031
"MNE",2019,"BTSX",19.4408
"MNG",2000,"MLE",12.00143
"MNG",2010,"MLE",13.26715
"MNG",2015,"MLE",14.5018
"MNG",2019,"MLE",14.15918
"MNG",2000,"FMLE",14.91437
"MNG",2010,"FMLE",16.86036
"MNG",2015,"FMLE",18.35408
"MNG",2019,"FMLE",18.50782
"MNG",2000,"BTSX",13.41728
"MNG",2010,"BTSX",15.08863
"MNG",2015,"BTSX",16.50473
"MNG",2019,"BTSX",16.41036
"MOZ",2000,"MLE",13.12726
"MOZ",2010,"MLE",12.49212
"MOZ",2015,"MLE",12.71348
"MOZ",2019,"MLE",13.34441
"MOZ",2000,"FMLE",17.24149
"MOZ",2010,"FMLE",17.43686
"MOZ",2015,"FMLE",17.4831
"MOZ",2019,"FMLE",17.82921
"MOZ",2000,"BTSX",15.23377
"MOZ",2010,"BTSX",15.10221
"MOZ",2015,"BTSX",15.29182
"MOZ",2019,"BTSX",15.80004
"MRT",2000,"MLE",17.2197
"MRT",2010,"MLE",18.74285
"MRT",2015,"MLE",19.04039
"MRT",2019,"MLE",19.12101
"MRT",2000,"FMLE",17.04332
"MRT",2010,"FMLE",18.31293
"MRT",2015,"FMLE",18.70479
"MRT",2019,"FMLE",18.87452
"MRT",2000,"BTSX",17.11985
"MRT",2010,"BTSX",18.49113
"MRT",2015,"BTSX",18.84362
"MRT",2019,"BTSX",18.97663
"MUS",2000,"MLE",15.76865
"MUS",2010,"MLE",17.36346
"MUS",2015,"MLE",18.24012
"MUS",2019,"MLE",18.45435
"MUS",2000,"FMLE",19.74809
"MUS",2010,"FMLE",21.22456
"MUS",2015,"FMLE",21.90128
"MUS",2019,"FMLE",21.97232
"MUS",2000,"BTSX",17.83179
"MUS",2010,"BTSX",19.38777
"MUS",2015,"BTSX",20.16107
"MUS",2019,"BTSX",20.29068
"MWI",2000,"MLE",12.2314
"MWI",2010,"MLE",13.74994
"MWI",2015,"MLE",14.63438
"MWI",2019,"MLE",15.13341
"MWI",2000,"FMLE",15.75713
"MWI",2010,"FMLE",18.03188
"MWI",2015,"FMLE",18.80828
"MWI",2019,"FMLE",19.02712
"MWI",2000,"BTSX",13.96225
"MWI",2010,"BTSX",16.0136
"MWI",2015,"BTSX",16.86645
"MWI",2019,"BTSX",17.23641
"MYS",2000,"MLE",17.02931
"MYS",2010,"MLE",18.33923
"MYS",2015,"MLE",19.09598
"MYS",2019,"MLE",18.48925
"MYS",2000,"FMLE",19.20952
"MYS",2010,"FMLE",20.06417
"MYS",2015,"FMLE",20.74369
"MYS",2019,"FMLE",20.56143
"MYS",2000,"BTSX",18.08637
"MYS",2010,"BTSX",19.17606
"MYS",2015,"BTSX",19.89431
"MYS",2019,"BTSX",19.50295
"NAM",2000,"MLE",12.71326
"NAM",2010,"MLE",13.89039
"NAM",2015,"MLE",14.46378
"NAM",2019,"MLE",14.67666
"NAM",2000,"FMLE",16.27435
"NAM",2010,"FMLE",18.75868
"NAM",2015,"FMLE",19.06169
"NAM",2019,"FMLE",19.25146
"NAM",2000,"BTSX",14.63988
"NAM",2010,"BTSX",16.44555
"NAM",2015,"BTSX",16.99457
"NAM",2019,"BTSX",17.2382
"NER",2000,"MLE",15.33209
"NER",2010,"MLE",15.90801
"NER",2015,"MLE",16.16279
"NER",2019,"MLE",16.59345
"NER",2000,"FMLE",16.18683
"NER",2010,"FMLE",17.24201
"NER",2015,"FMLE",17.48456
"NER",2019,"FMLE",17.78963
"NER",2000,"BTSX",15.78612
"NER",2010,"BTSX",16.59071
"NER",2015,"BTSX",16.82166
"NER",2019,"BTSX",17.18749
"NGA",2000,"MLE",15.38723
"NGA",2010,"MLE",16.51437
"NGA",2015,"MLE",17.08808
"NGA",2019,"MLE",17.5918
"NGA",2000,"FMLE",16.96468
"NGA",2010,"FMLE",18.03218
"NGA",2015,"FMLE",18.5025
"NGA",2019,"FMLE",18.85963
"NGA",2000,"BTSX",16.19341
"NGA",2010,"BTSX",17.28049
"NGA",2015,"BTSX",17.80558
"NGA",2019,"BTSX",18.23818
"NIC",2000,"MLE",18.63389
"NIC",2010,"MLE",18.02588
"NIC",2015,"MLE",18.17805
"NIC",2019,"MLE",18.03592
"NIC",2000,"FMLE",21.32902
"NIC",2010,"FMLE",21.09752
"NIC",2015,"FMLE",21.48466
"NIC",2019,"FMLE",21.8726
"NIC",2000,"BTSX",20.05677
"NIC",2010,"BTSX",19.62398
"NIC",2015,"BTSX",19.90999
"NIC",2019,"BTSX",20.03486
"NLD",2000,"MLE",19.14689
"NLD",2010,"MLE",21.59259
"NLD",2015,"MLE",22.27388
"NLD",2019,"MLE",22.96139
"NLD",2000,"FMLE",23.23373
"NLD",2010,"FMLE",24.80365
"NLD",2015,"FMLE",24.86541
"NLD",2019,"FMLE",25.13338
"NLD",2000,"BTSX",21.3243
"NLD",2010,"BTSX",23.28759
"NLD",2015,"BTSX",23.62889
"NLD",2019,"BTSX",24.08484
"NOR",2000,"MLE",19.98206
"NOR",2010,"MLE",21.89223
"NOR",2015,"MLE",22.84083
"NOR",2019,"MLE",23.46723
"NOR",2000,"FMLE",23.73948
"NOR",2010,"FMLE",24.96066
"NOR",2015,"FMLE",25.44157
"NOR",2019,"FMLE",25.76064
"NOR",2000,"BTSX",21.9657
"NOR",2010,"BTSX",23.50347
"NOR",2015,"BTSX",24.19724
"NOR",2019,"BTSX",24.65666
"NPL",2000,"MLE",16.68052
"NPL",2010,"MLE",17.19247
"NPL",2015,"MLE",16.72619
