"CountryCode","Year","Sex","LifeExpectancyAt60"
"NPL",2019,"MLE",16.79704
"NPL",2000,"FMLE",18.34959
"NPL",2010,"FMLE",19.03316
"NPL",2015,"FMLE",18.93315
"NPL",2019,"FMLE",19.15102
"NPL",2000,"BTSX",17.59476
"NPL",2010,"BTSX",18.09773
"NPL",2015,"BTSX",17.83373
"NPL",2019,"BTSX",18.005
"NZL",2000,"MLE",20.46003
"NZL",2010,"MLE",22.95856
"NZL",2015,"MLE",23.16324
"NZL",2019,"MLE",23.75288
"NZL",2000,"FMLE",24.12278
"NZL",2010,"FMLE",25.35453
"NZL",2015,"FMLE",25.32887
"NZL",2019,"FMLE",25.83504
"NZL",2000,"BTSX",22.37912
"NZL",2010,"BTSX",24.20002
"NZL",2015,"BTSX",24.27835
"NZL",2019,"BTSX",24.82566
"OMN",2000,"MLE",14.74835
"OMN",2010,"MLE",15.16747
"OMN",2015,"MLE",15.95429
"OMN",2019,"MLE",17.2341
"OMN",2000,"FMLE",16.596
"OMN",2010,"FMLE",16.78086
"OMN",2015,"FMLE",17.51601
"OMN",2019,"FMLE",18.48278
"OMN",2000,"BTSX",15.64763
"OMN",2010,"BTSX",15.88208
"OMN",2015,"BTSX",16.68055
"OMN",2019,"BTSX",17.79719
"PAK",2000,"MLE",15.17977
"PAK",2010,"MLE",15.8146
"PAK",2015,"MLE",16.29117
"PAK",2019,"MLE",16.79703
"PAK",2000,"FMLE",16.38402
"PAK",2010,"FMLE",17.07065
"PAK",2015,"FMLE",17.43044
"PAK",2019,"FMLE",17.75769
"PAK",2000,"BTSX",15.7187
"PAK",2010,"BTSX",16.39645
"PAK",2015,"BTSX",16.82773
"PAK",2019,"BTSX",17.25606
"PAN",2000,"MLE",21.81001
"PAN",2010,"MLE",21.74114
"PAN",2015,"MLE",22.56834
"PAN",2019,"MLE",22.55319
"PAN",2000,"FMLE",24.91507
"PAN",2010,"FMLE",24.95615
"PAN",2015,"FMLE",25.42351
"PAN",2019,"FMLE",25.95336
"PAN",2000,"BTSX",23.32492
"PAN",2010,"BTSX",23.32906
"PAN",2015,"BTSX",24.00556
"PAN",2019,"BTSX",24.25711
"PER",2000,"MLE",21.64188
"PER",2010,"MLE",22.23149
"PER",2015,"MLE",23.26995
"PER",2019,"MLE",23.66059
"PER",2000,"FMLE",22.88438
"PER",2010,"FMLE",23.76556
"PER",2015,"FMLE",24.70852
"PER",2019,"FMLE",25.05262
"PER",2000,"BTSX",22.30708
"PER",2010,"BTSX",23.04229
"PER",2015,"BTSX",24.0267
"PER",2019,"BTSX",24.38164
"PHL",2000,"MLE",15.52529
"PHL",2010,"MLE",15.99364
"PHL",2015,"MLE",15.8282
"PHL",2019,"MLE",15.8447
"PHL",2000,"FMLE",19.6543
"PHL",2010,"FMLE",19.94857
"PHL",2015,"FMLE",19.74327
"PHL",2019,"FMLE",19.57197
"PHL",2000,"BTSX",17.64393
"PHL",2010,"BTSX",18.03434
"PHL",2015,"BTSX",17.84216
"PHL",2019,"BTSX",17.77251
"PNG",2000,"MLE",14.99204
"PNG",2010,"MLE",14.86475
"PNG",2015,"MLE",15.16859
"PNG",2019,"MLE",15.3705
"PNG",2000,"FMLE",17.63087
"PNG",2010,"FMLE",17.23931
"PNG",2015,"FMLE",17.45631
"PNG",2019,"FMLE",17.58628
"PNG",2000,"BTSX",16.35228
"PNG",2010,"BTSX",16.09409
"PNG",2015,"BTSX",16.32515
"PNG",2019,"BTSX",16.47675
"POL",2000,"MLE",16.53066
"POL",2010,"MLE",18.24483
"POL",2015,"MLE",18.83433
"POL",2019,"MLE",19.52226
"POL",2000,"FMLE",21.38721
"POL",2010,"FMLE",23.26089
"POL",2015,"FMLE",23.73393
"POL",2019,"FMLE",24.32663
"POL",2000,"BTSX",19.20216
"POL",2010,"BTSX",20.9949
"POL",2015,"BTSX",21.50246
"POL",2019,"BTSX",22.12776
"PRK",2000,"MLE",13.53208
"PRK",2010,"MLE",15.80177
"PRK",2015,"MLE",16.30597
"PRK",2019,"MLE",16.79743
"PRK",2000,"FMLE",16.77278
"PRK",2010,"FMLE",19.46866
"PRK",2015,"FMLE",20.22991
"PRK",2019,"FMLE",20.768
"PRK",2000,"BTSX",15.52194
"PRK",2010,"BTSX",17.99029
"PRK",2015,"BTSX",18.60959
"PRK",2019,"BTSX",19.10475
"PRT",2000,"MLE",19.07493
"PRT",2010,"MLE",20.94378
"PRT",2015,"MLE",21.68231
"PRT",2019,"MLE",22.1193
"PRT",2000,"FMLE",23.111
"PRT",2010,"FMLE",25.00499
"PRT",2015,"FMLE",25.63434
"PRT",2019,"FMLE",26.28987
"PRT",2000,"BTSX",21.21394
"PRT",2010,"BTSX",23.10403
"PRT",2015,"BTSX",23.7952
"PRT",2019,"BTSX",24.34322
"PRY",2000,"MLE",20.72366
"PRY",2010,"MLE",20.16601
"PRY",2015,"MLE",20.24851
"PRY",2019,"MLE",20.15399
"PRY",2000,"FMLE",23.27126
"PRY",2010,"FMLE",23.00212
"PRY",2015,"FMLE",23.45873
"PRY",2019,"FMLE",23.50193
"PRY",2000,"BTSX",22.01583
"PRY",2010,"BTSX",21.57119
"PRY",2015,"BTSX",21.8132
"PRY",2019,"BTSX",21.77718
"QAT",2000,"MLE",16.43744
"QAT",2010,"MLE",18.6523
"QAT",2015,"MLE",20.056
"QAT",2019,"MLE",20.63759
"QAT",2000,"FMLE",15.23353
"QAT",2010,"FMLE",16.11908
"QAT",2015,"FMLE",17.8635
"QAT",2019,"FMLE",18.37772
"QAT",2000,"BTSX",15.93168
"QAT",2010,"BTSX",17.26068
"QAT",2015,"BTSX",18.99137
"QAT",2019,"BTSX",19.50314
"ROU",2000,"MLE",16.41252
"ROU",2010,"MLE",17.07224
"ROU",2015,"MLE",17.57125
"ROU",2019,"MLE",17.81285
"ROU",2000,"FMLE",19.72962
"ROU",2010,"FMLE",21.10822
"ROU",2015,"FMLE",21.8733
"ROU",2019,"FMLE",22.39387
"ROU",2000,"BTSX",18.19053
"ROU",2010,"BTSX",19.23302
"ROU",2015,"BTSX",19.87192
"ROU",2019,"BTSX",20.25119
"RUS",2000,"MLE",13.28968
"RUS",2010,"MLE",14.53317
"RUS",2015,"MLE",15.91612
"RUS",2019,"MLE",16.79601
"RUS",2000,"FMLE",18.7033
"RUS",2010,"FMLE",20.1542
"RUS",2015,"FMLE",21.39447
"RUS",2019,"FMLE",22.18986
"RUS",2000,"BTSX",16.37656
"RUS",2010,"BTSX",17.76194
"RUS",2015,"BTSX",19.11096
"RUS",2019,"BTSX",19.93264
"RWA",2000,"MLE",11.82001
"RWA",2010,"MLE",15.87019
"RWA",2015,"MLE",16.4658
"RWA",2019,"MLE",16.64739
"RWA",2000,"FMLE",14.95621
"RWA",2010,"FMLE",18.64599
"RWA",2015,"FMLE",19.05069
"RWA",2019,"FMLE",19.16222
"RWA",2000,"BTSX",13.36861
"RWA",2010,"BTSX",17.36535
"RWA",2015,"BTSX",17.87963
"RWA",2019,"BTSX",18.01651
"SAU",2000,"MLE",16.89775
"SAU",2010,"MLE",17.43764
"SAU",2015,"MLE",18.43465
"SAU",2019,"MLE",19.25123
"SAU",2000,"FMLE",18.18445
"SAU",2010,"FMLE",19.3329
"SAU",2015,"FMLE",20.2559
"SAU",2019,"FMLE",20.77164
"SAU",2000,"BTSX",17.50418
"SAU",2010,"BTSX",18.29522
"SAU",2015,"BTSX",19.22384
"SAU",2019,"BTSX",19.90048
"SDN",2000,"MLE",16.19479
"SDN",2010,"MLE",17.31468
"SDN",2015,"MLE",17.68554
"SDN",2019,"MLE",17.82932
"SDN",2000,"FMLE",18.3287
"SDN",2010,"FMLE",19.06515
"SDN",2015,"FMLE",19.31577
"SDN",2019,"FMLE",19.41363
"SDN",2000,"BTSX",17.26901
"SDN",2010,"BTSX",18.20837
"SDN",2015,"BTSX",18.52115
"SDN",2019,"BTSX",18.64272
"SEN",2000,"MLE",15.50296
"SEN",2010,"MLE",16.51197
"SEN",2015,"MLE",16.83171
"SEN",2019,"MLE",17.17935
"SEN",2000,"FMLE",17.64775
"SEN",2010,"FMLE",18.48741
"SEN",2015,"FMLE",18.68102
"SEN",2019,"FMLE",18.9193
"SEN",2000,"BTSX",16.6091
"SEN",2010,"BTSX",17.56925
"SEN",2015,"BTSX",17.84561
"SEN",2019,"BTSX",18.14969
"SGP",2000,"MLE",19.7471
"SGP",2010,"MLE",22.17416
"SGP",2015,"MLE",23.3105
"SGP",2019,"MLE",23.77733
"SGP",2000,"FMLE",23.06065
"SGP",2010,"FMLE",25.82833
"SGP",2015,"FMLE",26.67258
"SGP",2019,"FMLE",27.21556
"SGP",2000,"BTSX",21.45779
"SGP",2010,"BTSX",24.09584
"SGP",2015,"BTSX",25.06044
"SGP",2019,"BTSX",25.53751
"SLB",2000,"MLE",13.66985
"SLB",2010,"MLE",14.13107
"SLB",2015,"MLE",14.51422
"SLB",2019,"MLE",14.71196
"SLB",2000,"FMLE",15.27393
"SLB",2010,"FMLE",15.71826
"SLB",2015,"FMLE",16.0861
"SLB",2019,"FMLE",16.27722
"SLB",2000,"BTSX",14.41515
"SLB",2010,"BTSX",14.87525
"SLB",2015,"BTSX",15.27202
"SLB",2019,"BTSX",15.47393
"SLE",2000,"MLE",14.33983
"SLE",2010,"MLE",14.95701
"SLE",2015,"MLE",15.78148
"SLE",2019,"MLE",16.43238
"SLE",2000,"FMLE",16.30415
"SLE",2010,"FMLE",16.33974
"SLE",2015,"FMLE",16.83131
"SLE",2019,"FMLE",17.4352
"SLE",2000,"BTSX",15.36527
"SLE",2010,"BTSX",15.70053
"SLE",2015,"BTSX",16.35912
"SLE",2019,"BTSX",16.98831
"SLV",2000,"MLE",20.1805
"SLV",2010,"MLE",21.03903
"SLV",2015,"MLE",20.42691
"SLV",2019,"MLE",20.42207
"SLV",2000,"FMLE",22.58012
"SLV",2010,"FMLE",22.96034
"SLV",2015,"FMLE",22.85039
"SLV",2019,"FMLE",23.56601
"SLV",2000,"BTSX",21.43798
"SLV",2010,"BTSX",22.082
"SLV",2015,"BTSX",21.75517
"SLV",2019,"BTSX",22.11801
"SOM",2000,"MLE",11.56161
"SOM",2010,"MLE",12.20132
"SOM",2015,"MLE",12.82918
"SOM",2019,"MLE",13.22384
"SOM",2000,"FMLE",14.73725
"SOM",2010,"FMLE",15.41723
"SOM",2015,"FMLE",15.81639
"SOM",2019,"FMLE",16.01247
"SOM",2000,"BTSX",13.06656
"SOM",2010,"BTSX",13.69179
"SOM",2015,"BTSX",14.22544
"SOM",2019,"BTSX",14.53767
"SRB",2000,"MLE",15.65869
"SRB",2010,"MLE",17.11615
"SRB",2015,"MLE",17.58596
"SRB",2019,"MLE",17.92823
"SRB",2000,"FMLE",18.41346
"SRB",2010,"FMLE",20.03242
"SRB",2015,"FMLE",20.74827
"SRB",2019,"FMLE",21.09773
"SRB",2000,"BTSX",17.11473
"SRB",2010,"BTSX",18.63146
"SRB",2015,"BTSX",19.22529
"SRB",2019,"BTSX",19.57878
"SSD",2000,"MLE",14.95292
"SSD",2010,"MLE",15.87371
"SSD",2015,"MLE",16.18656
"SSD",2019,"MLE",16.6105
"SSD",2000,"FMLE",17.65395
"SSD",2010,"FMLE",18.47768
"SSD",2015,"FMLE",18.68173
"SSD",2019,"FMLE",18.93336
"SSD",2000,"BTSX",16.30018
"SSD",2010,"BTSX",17.17443
"SSD",2015,"BTSX",17.44108
"SSD",2019,"BTSX",17.78704
"STP",2000,"MLE",16.59905
"STP",2010,"MLE",16.74019
"STP",2015,"MLE",16.65367
"STP",2019,"MLE",16.71759
"STP",2000,"FMLE",17.4568
"STP",2010,"FMLE",18.10226
"STP",2015,"FMLE",18.38036
"STP",2019,"FMLE",18.63359
"STP",2000,"BTSX",17.06507
"STP",2010,"BTSX",17.47548
"STP",2015,"BTSX",17.57341
"STP",2019,"BTSX",17.73318
"SUR",2000,"MLE",17.39032
"SUR",2010,"MLE",18.04799
"SUR",2015,"MLE",17.7613
"SUR",2019,"MLE",16.3692
"SUR",2000,"FMLE",20.48879
"SUR",2010,"FMLE",21.54551
"SUR",2015,"FMLE",21.7622
"SUR",2019,"FMLE",20.45307
"SUR",2000,"BTSX",18.93201
"SUR",2010,"BTSX",19.86633
"SUR",2015,"BTSX",19.84259
"SUR",2019,"BTSX",18.46066
"SVK",2000,"MLE",15.91899
"SVK",2010,"MLE",17.19696
"SVK",2015,"MLE",18.41042
"SVK",2019,"MLE",19.26573
"SVK",2000,"FMLE",20.66019
"SVK",2010,"FMLE",21.92386
"SVK",2015,"FMLE",23.03719
"SVK",2019,"FMLE",23.92891
"SVK",2000,"BTSX",18.51496
"SVK",2010,"BTSX",19.79856
"SVK",2015,"BTSX",20.95192
"SVK",2019,"BTSX",21.813
"SVN",2000,"MLE",17.66734
"SVN",2010,"MLE",20.2938
"SVN",2015,"MLE",21.1059
"SVN",2019,"MLE",21.83624
"SVN",2000,"FMLE",22.66622
"SVN",2010,"FMLE",24.83074
"SVN",2015,"FMLE",25.18733
"SVN",2019,"FMLE",25.64095
"SVN",2000,"BTSX",20.47294
"SVN",2010,"BTSX",22.76906
"SVN",2015,"BTSX",23.27789
"SVN",2019,"BTSX",23.81517
"SWE",2000,"MLE",20.58652
"SWE",2010,"MLE",22.20129
"SWE",2015,"MLE",22.70149
"SWE",2019,"MLE",23.34136
"SWE",2000,"FMLE",24.07259
"SWE",2010,"FMLE",25.00194
"SWE",2015,"FMLE",25.25194
"SWE",2019,"FMLE",25.59384
"SWE",2000,"BTSX",22.41874
"SWE",2010,"BTSX",23.66317
"SWE",2015,"BTSX",24.02204
"SWE",2019,"BTSX",24.5028
"SWZ",2000,"MLE",11.1836
"SWZ",2010,"MLE",10.81825
"SWZ",2015,"MLE",11.92608
"SWZ",2019,"MLE",12.41015
"SWZ",2000,"FMLE",15.89008
"SWZ",2010,"FMLE",15.66492
"SWZ",2015,"FMLE",17.09995
"SWZ",2019,"FMLE",17.70819
"SWZ",2000,"BTSX",13.57637
"SWZ",2010,"BTSX",13.34603
"SWZ",2015,"BTSX",14.64736
"SWZ",2019,"BTSX",15.10315
"SYC",2000,"MLE",16.57124
"SYC",2010,"MLE",17.10101
"SYC",2015,"MLE",17.59358
"SYC",2019,"MLE",17.47302
"SYC",2000,"FMLE",21.05148
"SYC",2010,"FMLE",21.43668
"SYC",2015,"FMLE",21.40291
"SYC",2019,"FMLE",21.50758
"SYC",2000,"BTSX",18.97378
"SYC",2010,"BTSX",19.33011
"SYC",2015,"BTSX",19.52972
"SYC",2019,"BTSX",19.49893
"SYR",2000,"MLE",17.40972
"SYR",2010,"MLE",18.89465
"SYR",2015,"MLE",15.48829
"SYR",2019,"MLE",18.22222
"SYR",2000,"FMLE",17.9824
"SYR",2010,"FMLE",19.62924
"SYR",2015,"FMLE",16.99096
"SYR",2019,"FMLE",19.27552
"SYR",2000,"BTSX",17.62987
"SYR",2010,"BTSX",19.20964
"SYR",2015,"BTSX",16.22723
"SYR",2019,"BTSX",18.71783
"TCD",2000,"MLE",13.75133
"TCD",2010,"MLE",14.58332
"TCD",2015,"MLE",15.20982
"TCD",2019,"MLE",15.68063
"TCD",2000,"FMLE",16.1117
"TCD",2010,"FMLE",16.63894
"TCD",2015,"FMLE",17.05198
"TCD",2019,"FMLE",17.33852
"TCD",2000,"BTSX",14.94555
"TCD",2010,"BTSX",15.62504
"TCD",2015,"BTSX",16.15681
"TCD",2019,"BTSX",16.54072
"TGO",2000,"MLE",14.04815
"TGO",2010,"MLE",14.15021
"TGO",2015,"MLE",14.78784
"TGO",2019,"MLE",15.44295
"TGO",2000,"FMLE",17.35062
"TGO",2010,"FMLE",17.81676
"TGO",2015,"FMLE",18.26805
"TGO",2019,"FMLE",18.64655
"TGO",2000,"BTSX",15.68324
"TGO",2010,"BTSX",15.9289
"TGO",2015,"BTSX",16.49329
"TGO",2019,"BTSX",17.03233
"THA",2000,"MLE",19.34824
"THA",2010,"MLE",21.70002
"THA",2015,"MLE",22.16246
"THA",2019,"MLE",22.11696
"THA",2000,"FMLE",22.10276
"THA",2010,"FMLE",23.80752
"THA",2015,"FMLE",24.72524
"THA",2019,"FMLE",24.83812
"THA",2000,"BTSX",20.77497
"THA",2010,"BTSX",22.81816
"THA",2015,"BTSX",23.52937
"THA",2019,"BTSX",23.57134
"TJK",2000,"MLE",16.4255
"TJK",2010,"MLE",14.71168
"TJK",2015,"MLE",14.46212
"TJK",2019,"MLE",15.1002
"TJK",2000,"FMLE",17.97771
"TJK",2010,"FMLE",16.64528
"TJK",2015,"FMLE",16.66832
"TJK",2019,"FMLE",17.18522
"TJK",2000,"BTSX",17.19629
"TJK",2010,"BTSX",15.61635
"TJK",2015,"BTSX",15.50796
"TJK",2019,"BTSX",16.12224
"TKM",2000,"MLE",14.41469
"TKM",2010,"MLE",15.33776
"TKM",2015,"MLE",16.2611
"TKM",2019,"MLE",17.06974
"TKM",2000,"FMLE",17.8175
"TKM",2010,"FMLE",18.84607
"TKM",2015,"FMLE",19.55172
"TKM",2019,"FMLE",20.11186
"TKM",2000,"BTSX",16.27775
"TKM",2010,"BTSX",17.1986
"TKM",2015,"BTSX",18.03837
"TKM",2019,"BTSX",18.74197
"TLS",2000,"MLE",17.71717
"TLS",2010,"MLE",17.70162
"TLS",2015,"MLE",17.18379
"TLS",2019,"MLE",16.9195
"TLS",2000,"FMLE",17.97919
"TLS",2010,"FMLE",18.81333
"TLS",2015,"FMLE",18.82304
"TLS",2019,"FMLE",18.87363
"TLS",2000,"BTSX",17.85818
"TLS",2010,"BTSX",18.28227
"TLS",2015,"BTSX",18.01901
"TLS",2019,"BTSX",17.90071
"TON",2000,"MLE",15.50364
"TON",2010,"MLE",16.65952
"TON",2015,"MLE",16.81894
"TON",2019,"MLE",17.03993
"TON",2000,"FMLE",20.79123
"TON",2010,"FMLE",21.21341
"TON",2015,"FMLE",21.13871
"TON",2019,"FMLE",21.16432
"TON",2000,"BTSX",17.99455
"TON",2010,"BTSX",18.9259
"TON",2015,"BTSX",18.89173
"TON",2019,"BTSX",19.02919
"TTO",2000,"MLE",16.39555
"TTO",2010,"MLE",17.61981
"TTO",2015,"MLE",19.37627
"TTO",2019,"MLE",20.40614
"TTO",2000,"FMLE",19.75908
"TTO",2010,"FMLE",21.52945
"TTO",2015,"FMLE",23.74495
"TTO",2019,"FMLE",25.01046
"TTO",2000,"BTSX",18.13575
"TTO",2010,"BTSX",19.61233
"TTO",2015,"BTSX",21.59176
"TTO",2019,"BTSX",22.72192
"TUN",2000,"MLE",18.89767
"TUN",2010,"MLE",19.56847
"TUN",2015,"MLE",19.89233
"TUN",2019,"MLE",20.15968
"TUN",2000,"FMLE",21.48032
"TUN",2010,"FMLE",22.11456
"TUN",2015,"FMLE",22.45291
"TUN",2019,"FMLE",22.82146
"TUN",2000,"BTSX",20.13634
"TUN",2010,"BTSX",20.85403
"TUN",2015,"BTSX",21.20749
"TUN",2019,"BTSX",21.53583
"TUR",2000,"MLE",20.10793
"TUR",2010,"MLE",19.7568
"TUR",2015,"MLE",19.85395
"TUR",2019,"MLE",20.61017
"TUR",2000,"FMLE",22.6928
"TUR",2010,"FMLE",22.55142
"TUR",2015,"FMLE",22.92029
"TUR",2019,"FMLE",23.24466
"TUR",2000,"BTSX",21.45848
"TUR",2010,"BTSX",21.1984
"TUR",2015,"BTSX",21.48406
"TUR",2019,"BTSX",22.03041
"TZA",2000,"MLE",14.3364
"TZA",2010,"MLE",16.01812
"TZA",2015,"MLE",16.69103
"TZA",2019,"MLE",17.05616
"TZA",2000,"FMLE",17.40722
"TZA",2010,"FMLE",18.34739
"TZA",2015,"FMLE",18.74386
"TZA",2019,"FMLE",19.06387
"TZA",2000,"BTSX",15.95217
"TZA",2010,"BTSX",17.31065
"TZA",2015,"BTSX",17.83135
"TZA",2019,"BTSX",18.1565
"UGA",2000,"MLE",12.48703
"UGA",2010,"MLE",14.41578
"UGA",2015,"MLE",15.17498
"UGA",2019,"MLE",15.67116
"UGA",2000,"FMLE",16.62395
"UGA",2010,"FMLE",18.66859
"UGA",2015,"FMLE",19.16009
"UGA",2019,"FMLE",19.37504
"UGA",2000,"BTSX",14.662
"UGA",2010,"BTSX",16.73995
"UGA",2015,"BTSX",17.35686
"UGA",2019,"BTSX",17.69996
"UKR",2000,"MLE",14.04074
"UKR",2010,"MLE",14.87724
"UKR",2015,"MLE",15.93329
"UKR",2019,"MLE",16.42862
"UKR",2000,"FMLE",18.83389
"UKR",2010,"FMLE",19.80723
"UKR",2015,"FMLE",21.11993
"UKR",2019,"FMLE",21.73228
"UKR",2000,"BTSX",16.77049
"UKR",2010,"BTSX",17.6839
"UKR",2015,"BTSX",18.93029
"UKR",2019,"BTSX",19.4935
"URY",2000,"MLE",17.72963
"URY",2010,"MLE",18.35575
"URY",2015,"MLE",19.01261
"URY",2019,"MLE",18.98192
"URY",2000,"FMLE",23.14175
"URY",2010,"FMLE",23.7431
"URY",2015,"FMLE",24.12286
"URY",2019,"FMLE",23.95554
"URY",2000,"BTSX",20.58798
"URY",2010,"BTSX",21.24634
"URY",2015,"BTSX",21.78415
"URY",2019,"BTSX",21.6683
"USA",2000,"MLE",19.77033
"USA",2010,"MLE",21.53837
"USA",2015,"MLE",21.7196
"USA",2019,"MLE",21.78413
"USA",2000,"FMLE",22.80136
"USA",2010,"FMLE",24.21461
"USA",2015,"FMLE",24.36762
"USA",2019,"FMLE",24.38056
"USA",2000,"BTSX",21.40679
"USA",2010,"BTSX",22.96352
"USA",2015,"BTSX",23.10877
"USA",2019,"BTSX",23.13398
"UZB",2000,"MLE",14.80912
"UZB",2010,"MLE",15.72928
"UZB",2015,"MLE",16.35916
"UZB",2019,"MLE",17.32741
"UZB",2000,"FMLE",17.13516
"UZB",2010,"FMLE",18.71951
"UZB",2015,"FMLE",19.03925
"UZB",2019,"FMLE",19.80528
"UZB",2000,"BTSX",16.04622
"UZB",2010,"BTSX",17.28374
"UZB",2015,"BTSX",17.75797
"UZB",2019,"BTSX",18.63536
"VCT",2000,"MLE",17.46635
"VCT",2010,"MLE",18.99201
"VCT",2015,"MLE",19.19857
"VCT",2019,"MLE",20.16405
"VCT",2000,"FMLE",19.46475
"VCT",2010,"FMLE",20.69703
"VCT",2015,"FMLE",21.03691
"VCT",2019,"FMLE",21.63444
"VCT",2000,"BTSX",18.51549
"VCT",2010,"BTSX",19.82338
"VCT",2015,"BTSX",20.08648
"VCT",2019,"BTSX",20.87124
"VEN",2000,"MLE",19.55385
"VEN",2010,"MLE",20.02678
"VEN",2015,"MLE",19.88929
"VEN",2019,"MLE",19.67468
"VEN",2000,"FMLE",22.87879
"VEN",2010,"FMLE",23.64235
"VEN",2015,"FMLE",23.69074
"VEN",2019,"FMLE",23.59788
"VEN",2000,"BTSX",21.26098
"VEN",2010,"BTSX",21.8875
"VEN",2015,"BTSX",21.84081
"VEN",2019,"BTSX",21.69348
"VNM",2000,"MLE",16.37295
"VNM",2010,"MLE",16.52407
"VNM",2015,"MLE",16.68189
"VNM",2019,"MLE",16.88175
"VNM",2000,"FMLE",20.99648
"VNM",2010,"FMLE",21.48923
"VNM",2015,"FMLE",21.77304
"VNM",2019,"FMLE",22.02781
"VNM",2000,"BTSX",18.85052
"VNM",2010,"BTSX",19.19963
"VNM",2015,"BTSX",19.39611
"VNM",2019,"BTSX",19.60033
"VUT",2000,"MLE",14.20444
"VUT",2010,"MLE",14.45123
"VUT",2015,"MLE",14.66612
"VUT",2019,"MLE",14.8333
"VUT",2000,"FMLE",16.02028
"VUT",2010,"FMLE",16.35416
"VUT",2015,"FMLE",16.54373
"VUT",2019,"FMLE",16.67093
"VUT",2000,"BTSX",14.991
"VUT",2010,"BTSX",15.33452
"VUT",2015,"BTSX",15.50957
"VUT",2019,"BTSX",15.67681
"WSM",2000,"MLE",16.0747
"WSM",2010,"MLE",16.82398
"WSM",2015,"MLE",17.10696
"WSM",2019,"MLE",17.35428
"WSM",2000,"FMLE",18.01762
"WSM",2010,"FMLE",18.1469
"WSM",2015,"FMLE",18.19909
"WSM",2019,"FMLE",18.31938
"WSM",2000,"BTSX",17.0523
"WSM",2010,"BTSX",17.51232
"WSM",2015,"BTSX",17.67895
"WSM",2019,"BTSX",17.85573
"YEM",2000,"MLE",15.7169
"YEM",2010,"MLE",16.78249
"YEM",2015,"MLE",16.99829
"YEM",2019,"MLE",16.77037
"YEM",2000,"FMLE",17.94833
"YEM",2010,"FMLE",18.74111
"YEM",2015,"FMLE",18.87742
"YEM",2019,"FMLE",18.71472
"YEM",2000,"BTSX",16.79865
"YEM",2010,"BTSX",17.7765
"YEM",2015,"BTSX",17.96644
"YEM",2019,"BTSX",17.77337
"ZAF",2000,"MLE",14.39968
"ZAF",2010,"MLE",15.0666
"ZAF",2015,"MLE",15.92886
"ZAF",2019,"MLE",17.34433
"ZAF",2000,"FMLE",17.95827
"ZAF",2010,"FMLE",18.49841
"ZAF",2015,"FMLE",19.12052
"ZAF",2019,"FMLE",20.52139
"ZAF",2000,"BTSX",16.22416
"ZAF",2010,"BTSX",16.92362
"ZAF",2015,"BTSX",17.68396
"ZAF",2019,"BTSX",19.12211
"ZMB",2000,"MLE",11.58627
"ZMB",2010,"MLE",13.37548
"ZMB",2015,"MLE",14.26217
"ZMB",2019,"MLE",14.6803
"ZMB",2000,"FMLE",14.70234
"ZMB",2010,"FMLE",17.0687
"ZMB",2015,"FMLE",17.65065
"ZMB",2019,"FMLE",18.04779
"ZMB",2000,"BTSX",13.20127
"ZMB",2010,"BTSX",15.39712
"ZMB",2015,"BTSX",16.13305
"ZMB",2019,"BTSX",16.53152
"ZWE",2000,"MLE",11.71249
"ZWE",2010,"MLE",12.36834
"ZWE",2015,"MLE",13.23097
"ZWE",2019,"MLE",13.58761
"ZWE",2000,"FMLE",17.14461
"ZWE",2010,"FMLE",15.36881
"ZWE",2015,"FMLE",16.45
"ZWE",2019,"FMLE",16.98877
"ZWE",2000,"BTSX",14.41137
"ZWE",2010,"BTSX",14.11814
"ZWE",2015,"BTSX",15.10877
"ZWE",2019,"BTSX",15.55015
"WB_LI",2000,"MLE",14.00247
"WB_LI",2010,"MLE",15.24089
"WB_LI",2015,"MLE",15.72942
"WB_LI",2019,"MLE",16.18727
"WB_LI",2000,"FMLE",16.31453
"WB_LI",2010,"FMLE",17.62354
"WB_LI",2015,"FMLE",18.08366
"WB_LI",2019,"FMLE",18.45841
"WB_LI",2000,"BTSX",15.21148
"WB_LI",2010,"BTSX",16.49062
"WB_LI",2015,"BTSX",16.97063
"WB_LI",2019,"BTSX",17.3895
"WB_LMI",2000,"MLE",15.54629
"WB_LMI",2010,"MLE",16.579
"WB_LMI",2015,"MLE",17.24787
"WB_LMI",2019,"MLE",17.57348
"WB_LMI",2000,"FMLE",17.61953
"WB_LMI",2010,"FMLE",18.95661
"WB_LMI",2015,"FMLE",19.29882
"WB_LMI",2019,"FMLE",19.60809
"WB_LMI",2000,"BTSX",16.5961
"WB_LMI",2010,"BTSX",17.77954
"WB_LMI",2015,"BTSX",18.28899
"WB_LMI",2019,"BTSX",18.60309
"WB_UMI",2000,"MLE",16.84855
"WB_UMI",2010,"MLE",17.97123
"WB_UMI",2015,"MLE",18.77796
"WB_UMI",2019,"MLE",19.28906
"WB_UMI",2000,"FMLE",20.16768
"WB_UMI",2010,"FMLE",21.53111
"WB_UMI",2015,"FMLE",22.54918
"WB_UMI",2019,"FMLE",22.95894
"WB_UMI",2000,"BTSX",18.52772
"WB_UMI",2010,"BTSX",19.76107
"WB_UMI",2015,"BTSX",20.68183
"WB_UMI",2019,"BTSX",21.15576
"WB_HI",2000,"MLE",19.73755
"WB_HI",2010,"MLE",21.592
"WB_HI",2015,"MLE",22.03042
"WB_HI",2019,"MLE",22.45573
