"IndicatorCode","SpatialDimType","SpatialDim","TimeDimType","TimeDim","Dim1Type","Dim1","NumericValue"
"WHOSIS_000001","COUNTRY","BTN","YEAR",2015,"SEX","FMLE",73.45096
"WHOSIS_000001","COUNTRY","BTN","YEAR",2019,"SEX","FMLE",74.38692
"WHOSIS_000001","COUNTRY","BTN","YEAR",2000,"SEX","BTSX",65.69579
"WHOSIS_000001","COUNTRY","BTN","YEAR",2010,"SEX","BTSX",71.00534
"WHOSIS_000001","COUNTRY","BTN","YEAR",2015,"SEX","BTSX",72.15268
"WHOSIS_000001","COUNTRY","BTN","YEAR",2019,"SEX","BTSX",73.1091
"WHOSIS_000001","COUNTRY","BWA","YEAR",2000,"SEX","MLE",43.89779
"WHOSIS_000001","COUNTRY","BWA","YEAR",2010,"SEX","MLE",55.14339
"WHOSIS_000001","COUNTRY","BWA","YEAR",2015,"SEX","MLE",57.8261
"WHOSIS_000001","COUNTRY","BWA","YEAR",2019,"SEX","MLE",58.94968
"WHOSIS_000001","COUNTRY","BWA","YEAR",2000,"SEX","FMLE",47.76789
"WHOSIS_000001","COUNTRY","BWA","YEAR",2010,"SEX","FMLE",61.35551
"WHOSIS_000001","COUNTRY","BWA","YEAR",2015,"SEX","FMLE",63.9269
"WHOSIS_000001","COUNTRY","BWA","YEAR",2019,"SEX","FMLE",65.45545
"WHOSIS_000001","COUNTRY","BWA","YEAR",2000,"SEX","BTSX",45.58516
"WHOSIS_000001","COUNTRY","BWA","YEAR",2010,"SEX","BTSX",58.1373
"WHOSIS_000001","COUNTRY","BWA","YEAR",2015,"SEX","BTSX",60.92577
"WHOSIS_000001","COUNTRY","BWA","YEAR",2019,"SEX","BTSX",62.24785
"WHOSIS_000001","COUNTRY","CAF","YEAR",2000,"SEX","MLE",43.23857
"WHOSIS_000001","COUNTRY","CAF","YEAR",2010,"SEX","MLE",46.69299
"WHOSIS_000001","COUNTRY","CAF","YEAR",2015,"SEX","MLE",48.1875
"WHOSIS_000001","COUNTRY","CAF","YEAR",2019,"SEX","MLE",50.20675
"WHOSIS_000001","COUNTRY","CAF","YEAR",2000,"SEX","FMLE",45.52407
"WHOSIS_000001","COUNTRY","CAF","YEAR",2010,"SEX","FMLE",50.43916
"WHOSIS_000001","COUNTRY","CAF","YEAR",2015,"SEX","FMLE",53.03206
"WHOSIS_000001","COUNTRY","CAF","YEAR",2019,"SEX","FMLE",56.25684
"WHOSIS_000001","COUNTRY","CAF","YEAR",2000,"SEX","BTSX",44.33932
"WHOSIS_000001","COUNTRY","CAF","YEAR",2010,"SEX","BTSX",48.51089
"WHOSIS_000001","COUNTRY","CAF","YEAR",2015,"SEX","BTSX",50.53056
"WHOSIS_000001","COUNTRY","CAF","YEAR",2019,"SEX","BTSX",53.09729
"WHOSIS_000001","COUNTRY","CAN","YEAR",2000,"SEX","MLE",76.54477
"WHOSIS_000001","COUNTRY","CAN","YEAR",2010,"SEX","MLE",79.25688
"WHOSIS_000001","COUNTRY","CAN","YEAR",2015,"SEX","MLE",79.8774
"WHOSIS_000001","COUNTRY","CAN","YEAR",2019,"SEX","MLE",80.3959
"WHOSIS_000001","COUNTRY","CAN","YEAR",2000,"SEX","FMLE",81.548
"WHOSIS_000001","COUNTRY","CAN","YEAR",2010,"SEX","FMLE",83.27262
"WHOSIS_000001","COUNTRY","CAN","YEAR",2015,"SEX","FMLE",83.58485
"WHOSIS_000001","COUNTRY","CAN","YEAR",2019,"SEX","FMLE",84.05355
"WHOSIS_000001","COUNTRY","CAN","YEAR",2000,"SEX","BTSX",79.09756
"WHOSIS_000001","COUNTRY","CAN","YEAR",2010,"SEX","BTSX",81.3058
"WHOSIS_000001","COUNTRY","CAN","YEAR",2015,"SEX","BTSX",81.75909
"WHOSIS_000001","COUNTRY","CAN","YEAR",2019,"SEX","BTSX",82.23827
"WHOSIS_000001","COUNTRY","CHE","YEAR",2000,"SEX","MLE",76.89114
"WHOSIS_000001","COUNTRY","CHE","YEAR",2010,"SEX","MLE",80.02937
"WHOSIS_000001","COUNTRY","CHE","YEAR",2015,"SEX","MLE",80.64204
"WHOSIS_000001","COUNTRY","CHE","YEAR",2019,"SEX","MLE",81.75073
"WHOSIS_000001","COUNTRY","CHE","YEAR",2000,"SEX","FMLE",82.34627
"WHOSIS_000001","COUNTRY","CHE","YEAR",2010,"SEX","FMLE",84.18406
"WHOSIS_000001","COUNTRY","CHE","YEAR",2015,"SEX","FMLE",84.50005
"WHOSIS_000001","COUNTRY","CHE","YEAR",2019,"SEX","FMLE",85.07654
"WHOSIS_000001","COUNTRY","CHE","YEAR",2000,"SEX","BTSX",79.71678
"WHOSIS_000001","COUNTRY","CHE","YEAR",2010,"SEX","BTSX",82.1935
"WHOSIS_000001","COUNTRY","CHE","YEAR",2015,"SEX","BTSX",82.61449
"WHOSIS_000001","COUNTRY","CHE","YEAR",2019,"SEX","BTSX",83.44616
"WHOSIS_000001","COUNTRY","CHL","YEAR",2000,"SEX","MLE",73.63732
"WHOSIS_000001","COUNTRY","CHL","YEAR",2010,"SEX","MLE",75.4846
"WHOSIS_000001","COUNTRY","CHL","YEAR",2015,"SEX","MLE",76.9781
"WHOSIS_000001","COUNTRY","CHL","YEAR",2019,"SEX","MLE",78.08552
"WHOSIS_000001","COUNTRY","CHL","YEAR",2000,"SEX","FMLE",79.76972
"WHOSIS_000001","COUNTRY","CHL","YEAR",2010,"SEX","FMLE",81.30399
"WHOSIS_000001","COUNTRY","CHL","YEAR",2015,"SEX","FMLE",82.50868
"WHOSIS_000001","COUNTRY","CHL","YEAR",2019,"SEX","FMLE",83.24642
"WHOSIS_000001","COUNTRY","CHL","YEAR",2000,"SEX","BTSX",76.77242
"WHOSIS_000001","COUNTRY","CHL","YEAR",2010,"SEX","BTSX",78.46236
"WHOSIS_000001","COUNTRY","CHL","YEAR",2015,"SEX","BTSX",79.81646
"WHOSIS_000001","COUNTRY","CHL","YEAR",2019,"SEX","BTSX",80.73621
"WHOSIS_000001","COUNTRY","CHN","YEAR",2000,"SEX","MLE",69.34029
"WHOSIS_000001","COUNTRY","CHN","YEAR",2010,"SEX","MLE",72.26303
"WHOSIS_000001","COUNTRY","CHN","YEAR",2015,"SEX","MLE",73.85298
"WHOSIS_000001","COUNTRY","CHN","YEAR",2019,"SEX","MLE",74.72757
"WHOSIS_000001","COUNTRY","CHN","YEAR",2000,"SEX","FMLE",74.15446
"WHOSIS_000001","COUNTRY","CHN","YEAR",2010,"SEX","FMLE",77.9407
"WHOSIS_000001","COUNTRY","CHN","YEAR",2015,"SEX","FMLE",79.87157
"WHOSIS_000001","COUNTRY","CHN","YEAR",2019,"SEX","FMLE",80.49312
"WHOSIS_000001","COUNTRY","CHN","YEAR",2000,"SEX","BTSX",71.58401
"WHOSIS_000001","COUNTRY","CHN","YEAR",2010,"SEX","BTSX",74.88925
"WHOSIS_000001","COUNTRY","CHN","YEAR",2015,"SEX","BTSX",76.64185
"WHOSIS_000001","COUNTRY","CHN","YEAR",2019,"SEX","BTSX",77.43322
"WHOSIS_000001","COUNTRY","CIV","YEAR",2000,"SEX","MLE",48.9357
"WHOSIS_000001","COUNTRY","CIV","YEAR",2010,"SEX","MLE",54.8072
"WHOSIS_000001","COUNTRY","CIV","YEAR",2015,"SEX","MLE",57.98104
"WHOSIS_000001","COUNTRY","CIV","YEAR",2019,"SEX","MLE",60.52891
"WHOSIS_000001","COUNTRY","CIV","YEAR",2000,"SEX","FMLE",52.30949
"WHOSIS_000001","COUNTRY","CIV","YEAR",2010,"SEX","FMLE",58.93549
"WHOSIS_000001","COUNTRY","CIV","YEAR",2015,"SEX","FMLE",62.9637
"WHOSIS_000001","COUNTRY","CIV","YEAR",2019,"SEX","FMLE",65.81046
"WHOSIS_000001","COUNTRY","CIV","YEAR",2000,"SEX","BTSX",50.33079
"WHOSIS_000001","COUNTRY","CIV","YEAR",2010,"SEX","BTSX",56.61696
"WHOSIS_000001","COUNTRY","CIV","YEAR",2015,"SEX","BTSX",60.19939
"WHOSIS_000001","COUNTRY","CIV","YEAR",2019,"SEX","BTSX",62.91527
"WHOSIS_000001","COUNTRY","CMR","YEAR",2000,"SEX","MLE",51.34163
"WHOSIS_000001","COUNTRY","CMR","YEAR",2010,"SEX","MLE",55.09486
"WHOSIS_000001","COUNTRY","CMR","YEAR",2015,"SEX","MLE",57.28968
"WHOSIS_000001","COUNTRY","CMR","YEAR",2019,"SEX","MLE",60.28629
"WHOSIS_000001","COUNTRY","CMR","YEAR",2000,"SEX","FMLE",54.35109
"WHOSIS_000001","COUNTRY","CMR","YEAR",2010,"SEX","FMLE",58.09284
"WHOSIS_000001","COUNTRY","CMR","YEAR",2015,"SEX","FMLE",60.98839
"WHOSIS_000001","COUNTRY","CMR","YEAR",2019,"SEX","FMLE",64.49857
"WHOSIS_000001","COUNTRY","CMR","YEAR",2000,"SEX","BTSX",52.82113
"WHOSIS_000001","COUNTRY","CMR","YEAR",2010,"SEX","BTSX",56.58267
"WHOSIS_000001","COUNTRY","CMR","YEAR",2015,"SEX","BTSX",59.11311
"WHOSIS_000001","COUNTRY","CMR","YEAR",2019,"SEX","BTSX",62.35601
"WHOSIS_000001","COUNTRY","COD","YEAR",2000,"SEX","MLE",50.46237
"WHOSIS_000001","COUNTRY","COD","YEAR",2010,"SEX","MLE",55.64806
"WHOSIS_000001","COUNTRY","COD","YEAR",2015,"SEX","MLE",58.25044
"WHOSIS_000001","COUNTRY","COD","YEAR",2019,"SEX","MLE",60.00336
"WHOSIS_000001","COUNTRY","COD","YEAR",2000,"SEX","FMLE",54.48838
"WHOSIS_000001","COUNTRY","COD","YEAR",2010,"SEX","FMLE",59.42277
"WHOSIS_000001","COUNTRY","COD","YEAR",2015,"SEX","FMLE",62.73359
"WHOSIS_000001","COUNTRY","COD","YEAR",2019,"SEX","FMLE",64.81888
"WHOSIS_000001","COUNTRY","COD","YEAR",2000,"SEX","BTSX",52.44439
"WHOSIS_000001","COUNTRY","COD","YEAR",2010,"SEX","BTSX",57.50722
"WHOSIS_000001","COUNTRY","COD","YEAR",2015,"SEX","BTSX",60.44355
"WHOSIS_000001","COUNTRY","COD","YEAR",2019,"SEX","BTSX",62.35105
"WHOSIS_000001","COUNTRY","COG","YEAR",2000,"SEX","MLE",51.54181
"WHOSIS_000001","COUNTRY","COG","YEAR",2010,"SEX","MLE",60.98846
"WHOSIS_000001","COUNTRY","COG","YEAR",2015,"SEX","MLE",62.56468
"WHOSIS_000001","COUNTRY","COG","YEAR",2019,"SEX","MLE",63.80726
"WHOSIS_000001","COUNTRY","COG","YEAR",2000,"SEX","FMLE",52.57912
"WHOSIS_000001","COUNTRY","COG","YEAR",2010,"SEX","FMLE",60.84641
"WHOSIS_000001","COUNTRY","COG","YEAR",2015,"SEX","FMLE",63.59293
"WHOSIS_000001","COUNTRY","COG","YEAR",2019,"SEX","FMLE",65.61142
"WHOSIS_000001","COUNTRY","COG","YEAR",2000,"SEX","BTSX",52.11573
"WHOSIS_000001","COUNTRY","COG","YEAR",2010,"SEX","BTSX",60.95192
"WHOSIS_000001","COUNTRY","COG","YEAR",2015,"SEX","BTSX",63.11351
"WHOSIS_000001","COUNTRY","COG","YEAR",2019,"SEX","BTSX",64.73853
"WHOSIS_000001","COUNTRY","COL","YEAR",2000,"SEX","MLE",69.71152
"WHOSIS_000001","COUNTRY","COL","YEAR",2010,"SEX","MLE",74.00397
"WHOSIS_000001","COUNTRY","COL","YEAR",2015,"SEX","MLE",75.63147
"WHOSIS_000001","COUNTRY","COL","YEAR",2019,"SEX","MLE",76.6921
"WHOSIS_000001","COUNTRY","COL","YEAR",2000,"SEX","FMLE",77.84826
"WHOSIS_000001","COUNTRY","COL","YEAR",2010,"SEX","FMLE",80.14824
"WHOSIS_000001","COUNTRY","COL","YEAR",2015,"SEX","FMLE",81.01265
"WHOSIS_000001","COUNTRY","COL","YEAR",2019,"SEX","FMLE",81.87032
"WHOSIS_000001","COUNTRY","COL","YEAR",2000,"SEX","BTSX",73.74615
"WHOSIS_000001","COUNTRY","COL","YEAR",2010,"SEX","BTSX",77.09467
"WHOSIS_000001","COUNTRY","COL","YEAR",2015,"SEX","BTSX",78.35336
"WHOSIS_000001","COUNTRY","COL","YEAR",2019,"SEX","BTSX",79.31356
"WHOSIS_000001","COUNTRY","COM","YEAR",2000,"SEX","MLE",60.15296
"WHOSIS_000001","COUNTRY","COM","YEAR",2010,"SEX","MLE",63.60187
"WHOSIS_000001","COUNTRY","COM","YEAR",2015,"SEX","MLE",65.06989
"WHOSIS_000001","COUNTRY","COM","YEAR",2019,"SEX","MLE",65.9165
"WHOSIS_000001","COUNTRY","COM","YEAR",2000,"SEX","FMLE",62.85692
"WHOSIS_000001","COUNTRY","COM","YEAR",2010,"SEX","FMLE",66.35258
"WHOSIS_000001","COUNTRY","COM","YEAR",2015,"SEX","FMLE",67.84341
"WHOSIS_000001","COUNTRY","COM","YEAR",2019,"SEX","FMLE",68.88187
"WHOSIS_000001","COUNTRY","COM","YEAR",2000,"SEX","BTSX",61.50557
"WHOSIS_000001","COUNTRY","COM","YEAR",2010,"SEX","BTSX",64.97557
"WHOSIS_000001","COUNTRY","COM","YEAR",2015,"SEX","BTSX",66.45436
"WHOSIS_000001","COUNTRY","COM","YEAR",2019,"SEX","BTSX",67.3913
"WHOSIS_000001","COUNTRY","CPV","YEAR",2000,"SEX","MLE",66.88631
"WHOSIS_000001","COUNTRY","CPV","YEAR",2010,"SEX","MLE",70.82956
"WHOSIS_000001","COUNTRY","CPV","YEAR",2015,"SEX","MLE",72.17604
"WHOSIS_000001","COUNTRY","CPV","YEAR",2019,"SEX","MLE",69.8988
"WHOSIS_000001","COUNTRY","CPV","YEAR",2000,"SEX","FMLE",74.61189
"WHOSIS_000001","COUNTRY","CPV","YEAR",2010,"SEX","FMLE",77.26542
"WHOSIS_000001","COUNTRY","CPV","YEAR",2015,"SEX","FMLE",77.5892
"WHOSIS_000001","COUNTRY","CPV","YEAR",2019,"SEX","FMLE",77.93941
"WHOSIS_000001","COUNTRY","CPV","YEAR",2000,"SEX","BTSX",70.97066
"WHOSIS_000001","COUNTRY","CPV","YEAR",2010,"SEX","BTSX",74.12373
"WHOSIS_000001","COUNTRY","CPV","YEAR",2015,"SEX","BTSX",74.88204
"WHOSIS_000001","COUNTRY","CPV","YEAR",2019,"SEX","BTSX",74.03075
"WHOSIS_000001","COUNTRY","CRI","YEAR",2000,"SEX","MLE",75.47218
"WHOSIS_000001","COUNTRY","CRI","YEAR",2010,"SEX","MLE",76.98176
"WHOSIS_000001","COUNTRY","CRI","YEAR",2015,"SEX","MLE",78.16401
"WHOSIS_000001","COUNTRY","CRI","YEAR",2019,"SEX","MLE",78.31458
"WHOSIS_000001","COUNTRY","CRI","YEAR",2000,"SEX","FMLE",80.63433
"WHOSIS_000001","COUNTRY","CRI","YEAR",2010,"SEX","FMLE",82.21595
"WHOSIS_000001","COUNTRY","CRI","YEAR",2015,"SEX","FMLE",83.47144
"WHOSIS_000001","COUNTRY","CRI","YEAR",2019,"SEX","FMLE",83.43867
"WHOSIS_000001","COUNTRY","CRI","YEAR",2000,"SEX","BTSX",78.00478
"WHOSIS_000001","COUNTRY","CRI","YEAR",2010,"SEX","BTSX",79.55984
"WHOSIS_000001","COUNTRY","CRI","YEAR",2015,"SEX","BTSX",80.7813
"WHOSIS_000001","COUNTRY","CRI","YEAR",2019,"SEX","BTSX",80.84692
"WHOSIS_000001","COUNTRY","CUB","YEAR",2000,"SEX","MLE",74.58501
"WHOSIS_000001","COUNTRY","CUB","YEAR",2010,"SEX","MLE",75.54917
"WHOSIS_000001","COUNTRY","CUB","YEAR",2015,"SEX","MLE",75.70345
"WHOSIS_000001","COUNTRY","CUB","YEAR",2019,"SEX","MLE",75.36885
"WHOSIS_000001","COUNTRY","CUB","YEAR",2000,"SEX","FMLE",79.03805
"WHOSIS_000001","COUNTRY","CUB","YEAR",2010,"SEX","FMLE",79.82246
"WHOSIS_000001","COUNTRY","CUB","YEAR",2015,"SEX","FMLE",80.18662
"WHOSIS_000001","COUNTRY","CUB","YEAR",2019,"SEX","FMLE",80.2512
"WHOSIS_000001","COUNTRY","CUB","YEAR",2000,"SEX","BTSX",76.76054
"WHOSIS_000001","COUNTRY","CUB","YEAR",2010,"SEX","BTSX",77.65455
"WHOSIS_000001","COUNTRY","CUB","YEAR",2015,"SEX","BTSX",77.91375
"WHOSIS_000001","COUNTRY","CUB","YEAR",2019,"SEX","BTSX",77.76285
"WHOSIS_000001","COUNTRY","CYP","YEAR",2000,"SEX","MLE",76.52765
"WHOSIS_000001","COUNTRY","CYP","YEAR",2010,"SEX","MLE",78.92952
"WHOSIS_000001","COUNTRY","CYP","YEAR",2015,"SEX","MLE",79.88566
"WHOSIS_000001","COUNTRY","CYP","YEAR",2019,"SEX","MLE",81.11502
"WHOSIS_000001","COUNTRY","CYP","YEAR",2000,"SEX","FMLE",80.98973
"WHOSIS_000001","COUNTRY","CYP","YEAR",2010,"SEX","FMLE",83.09668
"WHOSIS_000001","COUNTRY","CYP","YEAR",2015,"SEX","FMLE",84.11644
"WHOSIS_000001","COUNTRY","CYP","YEAR",2019,"SEX","FMLE",85.11829
"WHOSIS_000001","COUNTRY","CYP","YEAR",2000,"SEX","BTSX",78.74654
"WHOSIS_000001","COUNTRY","CYP","YEAR",2010,"SEX","BTSX",81.01904
"WHOSIS_000001","COUNTRY","CYP","YEAR",2015,"SEX","BTSX",82.01412
"WHOSIS_000001","COUNTRY","CYP","YEAR",2019,"SEX","BTSX",83.14104
"WHOSIS_000001","COUNTRY","CZE","YEAR",2000,"SEX","MLE",71.5343
"WHOSIS_000001","COUNTRY","CZE","YEAR",2010,"SEX","MLE",74.41394
"WHOSIS_000001","COUNTRY","CZE","YEAR",2015,"SEX","MLE",75.56622
"WHOSIS_000001","COUNTRY","CZE","YEAR",2019,"SEX","MLE",76.30233
"WHOSIS_000001","COUNTRY","CZE","YEAR",2000,"SEX","FMLE",78.2887
"WHOSIS_000001","COUNTRY","CZE","YEAR",2010,"SEX","FMLE",80.65443
"WHOSIS_000001","COUNTRY","CZE","YEAR",2015,"SEX","FMLE",81.29614
"WHOSIS_000001","COUNTRY","CZE","YEAR",2019,"SEX","FMLE",81.93262
"WHOSIS_000001","COUNTRY","CZE","YEAR",2000,"SEX","BTSX",74.95213
"WHOSIS_000001","COUNTRY","CZE","YEAR",2010,"SEX","BTSX",77.56047
"WHOSIS_000001","COUNTRY","CZE","YEAR",2015,"SEX","BTSX",78.45764
"WHOSIS_000001","COUNTRY","CZE","YEAR",2019,"SEX","BTSX",79.1303
"WHOSIS_000001","COUNTRY","DEU","YEAR",2000,"SEX","MLE",75.04047
"WHOSIS_000001","COUNTRY","DEU","YEAR",2010,"SEX","MLE",77.77688
"WHOSIS_000001","COUNTRY","DEU","YEAR",2015,"SEX","MLE",78.11604
"WHOSIS_000001","COUNTRY","DEU","YEAR",2019,"SEX","MLE",78.72021
"WHOSIS_000001","COUNTRY","DEU","YEAR",2000,"SEX","FMLE",80.91944
"WHOSIS_000001","COUNTRY","DEU","YEAR",2010,"SEX","FMLE",82.53684
"WHOSIS_000001","COUNTRY","DEU","YEAR",2015,"SEX","FMLE",82.71346
"WHOSIS_000001","COUNTRY","DEU","YEAR",2019,"SEX","FMLE",84.77129
"WHOSIS_000001","COUNTRY","DEU","YEAR",2000,"SEX","BTSX",78.09462
"WHOSIS_000001","COUNTRY","DEU","YEAR",2010,"SEX","BTSX",80.16794
"WHOSIS_000001","COUNTRY","DEU","YEAR",2015,"SEX","BTSX",80.42174
"WHOSIS_000001","COUNTRY","DEU","YEAR",2019,"SEX","BTSX",81.72252
"WHOSIS_000001","COUNTRY","DJI","YEAR",2000,"SEX","MLE",57.87146
"WHOSIS_000001","COUNTRY","DJI","YEAR",2010,"SEX","MLE",60.63437
"WHOSIS_000001","COUNTRY","DJI","YEAR",2015,"SEX","MLE",62.83549
"WHOSIS_000001","COUNTRY","DJI","YEAR",2019,"SEX","MLE",64.09922
"WHOSIS_000001","COUNTRY","DJI","YEAR",2000,"SEX","FMLE",61.96137
"WHOSIS_000001","COUNTRY","DJI","YEAR",2010,"SEX","FMLE",63.25947
"WHOSIS_000001","COUNTRY","DJI","YEAR",2015,"SEX","FMLE",66.61913
"WHOSIS_000001","COUNTRY","DJI","YEAR",2019,"SEX","FMLE",67.77696
"WHOSIS_000001","COUNTRY","DJI","YEAR",2000,"SEX","BTSX",59.84435
"WHOSIS_000001","COUNTRY","DJI","YEAR",2010,"SEX","BTSX",61.8674
"WHOSIS_000001","COUNTRY","DJI","YEAR",2015,"SEX","BTSX",64.64274
"WHOSIS_000001","COUNTRY","DJI","YEAR",2019,"SEX","BTSX",65.81488
"WHOSIS_000001","COUNTRY","DNK","YEAR",2000,"SEX","MLE",74.66221
"WHOSIS_000001","COUNTRY","DNK","YEAR",2010,"SEX","MLE",77.19883
"WHOSIS_000001","COUNTRY","DNK","YEAR",2015,"SEX","MLE",78.7998
"WHOSIS_000001","COUNTRY","DNK","YEAR",2019,"SEX","MLE",79.58591
"WHOSIS_000001","COUNTRY","DNK","YEAR",2000,"SEX","FMLE",79.1277
"WHOSIS_000001","COUNTRY","DNK","YEAR",2010,"SEX","FMLE",81.10014
"WHOSIS_000001","COUNTRY","DNK","YEAR",2015,"SEX","FMLE",82.35448
"WHOSIS_000001","COUNTRY","DNK","YEAR",2019,"SEX","FMLE",83.02058
"WHOSIS_000001","COUNTRY","DNK","YEAR",2000,"SEX","BTSX",76.93244
"WHOSIS_000001","COUNTRY","DNK","YEAR",2010,"SEX","BTSX",79.16606
"WHOSIS_000001","COUNTRY","DNK","YEAR",2015,"SEX","BTSX",80.59389
"WHOSIS_000001","COUNTRY","DNK","YEAR",2019,"SEX","BTSX",81.31571
"WHOSIS_000001","COUNTRY","DOM","YEAR",2000,"SEX","MLE",70.22039
"WHOSIS_000001","COUNTRY","DOM","YEAR",2010,"SEX","MLE",70.4311
"WHOSIS_000001","COUNTRY","DOM","YEAR",2015,"SEX","MLE",68.62415
"WHOSIS_000001","COUNTRY","DOM","YEAR",2019,"SEX","MLE",69.75737
"WHOSIS_000001","COUNTRY","DOM","YEAR",2000,"SEX","FMLE",76.66166
"WHOSIS_000001","COUNTRY","DOM","YEAR",2010,"SEX","FMLE",76.14426
"WHOSIS_000001","COUNTRY","DOM","YEAR",2015,"SEX","FMLE",75.20355
"WHOSIS_000001","COUNTRY","DOM","YEAR",2019,"SEX","FMLE",76.19289
"WHOSIS_000001","COUNTRY","DOM","YEAR",2000,"SEX","BTSX",73.2209
"WHOSIS_000001","COUNTRY","DOM","YEAR",2010,"SEX","BTSX",73.16863
"WHOSIS_000001","COUNTRY","DOM","YEAR",2015,"SEX","BTSX",71.75336
"WHOSIS_000001","COUNTRY","DOM","YEAR",2019,"SEX","BTSX",72.84367
"WHOSIS_000001","COUNTRY","DZA","YEAR",2000,"SEX","MLE",70.93523
"WHOSIS_000001","COUNTRY","DZA","YEAR",2010,"SEX","MLE",74.95451
"WHOSIS_000001","COUNTRY","DZA","YEAR",2015,"SEX","MLE",75.64944
"WHOSIS_000001","COUNTRY","DZA","YEAR",2019,"SEX","MLE",76.22712
"WHOSIS_000001","COUNTRY","DZA","YEAR",2000,"SEX","FMLE",73.53922
"WHOSIS_000001","COUNTRY","DZA","YEAR",2010,"SEX","FMLE",76.79234
"WHOSIS_000001","COUNTRY","DZA","YEAR",2015,"SEX","FMLE",77.50346
"WHOSIS_000001","COUNTRY","DZA","YEAR",2019,"SEX","FMLE",78.12115
"WHOSIS_000001","COUNTRY","DZA","YEAR",2000,"SEX","BTSX",72.21101
"WHOSIS_000001","COUNTRY","DZA","YEAR",2010,"SEX","BTSX",75.85488
"WHOSIS_000001","COUNTRY","DZA","YEAR",2015,"SEX","BTSX",76.54363
"WHOSIS_000001","COUNTRY","DZA","YEAR",2019,"SEX","BTSX",77.13415
"WHOSIS_000001","COUNTRY","ECU","YEAR",2000,"SEX","MLE",71.91291
"WHOSIS_000001","COUNTRY","ECU","YEAR",2010,"SEX","MLE",72.30629
"WHOSIS_000001","COUNTRY","ECU","YEAR",2015,"SEX","MLE",74.92125
"WHOSIS_000001","COUNTRY","ECU","YEAR",2019,"SEX","MLE",76.41323
"WHOSIS_000001","COUNTRY","ECU","YEAR",2000,"SEX","FMLE",77.27205
"WHOSIS_000001","COUNTRY","ECU","YEAR",2010,"SEX","FMLE",77.86227
"WHOSIS_000001","COUNTRY","ECU","YEAR",2015,"SEX","FMLE",79.49764
"WHOSIS_000001","COUNTRY","ECU","YEAR",2019,"SEX","FMLE",80.50043
"WHOSIS_000001","COUNTRY","ECU","YEAR",2000,"SEX","BTSX",74.53304
"WHOSIS_000001","COUNTRY","ECU","YEAR",2010,"SEX","BTSX",75.02002
"WHOSIS_000001","COUNTRY","ECU","YEAR",2015,"SEX","BTSX",77.18231
"WHOSIS_000001","COUNTRY","ECU","YEAR",2019,"SEX","BTSX",78.44662
"WHOSIS_000001","COUNTRY","EGY","YEAR",2000,"SEX","MLE",67.28972
"WHOSIS_000001","COUNTRY","EGY","YEAR",2010,"SEX","MLE",67.81892
"WHOSIS_000001","COUNTRY","EGY","YEAR",2015,"SEX","MLE",68.21907
"WHOSIS_000001","COUNTRY","EGY","YEAR",2019,"SEX","MLE",69.59159
"WHOSIS_000001","COUNTRY","EGY","YEAR",2000,"SEX","FMLE",72.41843
"WHOSIS_000001","COUNTRY","EGY","YEAR",2010,"SEX","FMLE",72.69277
"WHOSIS_000001","COUNTRY","EGY","YEAR",2015,"SEX","FMLE",72.8947
"WHOSIS_000001","COUNTRY","EGY","YEAR",2019,"SEX","FMLE",74.14153
"WHOSIS_000001","COUNTRY","EGY","YEAR",2000,"SEX","BTSX",69.82364
"WHOSIS_000001","COUNTRY","EGY","YEAR",2010,"SEX","BTSX",70.1955
"WHOSIS_000001","COUNTRY","EGY","YEAR",2015,"SEX","BTSX",70.4922
"WHOSIS_000001","COUNTRY","EGY","YEAR",2019,"SEX","BTSX",71.81616
"WHOSIS_000001","COUNTRY","ERI","YEAR",2000,"SEX","MLE",51.16452
"WHOSIS_000001","COUNTRY","ERI","YEAR",2010,"SEX","MLE",57.78076
"WHOSIS_000001","COUNTRY","ERI","YEAR",2015,"SEX","MLE",59.40457
"WHOSIS_000001","COUNTRY","ERI","YEAR",2019,"SEX","MLE",61.29938
"WHOSIS_000001","COUNTRY","ERI","YEAR",2000,"SEX","FMLE",58.48181
"WHOSIS_000001","COUNTRY","ERI","YEAR",2010,"SEX","FMLE",63.96805
"WHOSIS_000001","COUNTRY","ERI","YEAR",2015,"SEX","FMLE",65.44547
"WHOSIS_000001","COUNTRY","ERI","YEAR",2019,"SEX","FMLE",67.06857
"WHOSIS_000001","COUNTRY","ERI","YEAR",2000,"SEX","BTSX",54.51377
"WHOSIS_000001","COUNTRY","ERI","YEAR",2010,"SEX","BTSX",60.69732
"WHOSIS_000001","COUNTRY","ERI","YEAR",2015,"SEX","BTSX",62.29015
"WHOSIS_000001","COUNTRY","ERI","YEAR",2019,"SEX","BTSX",64.08144
"WHOSIS_000001","COUNTRY","ESP","YEAR",2000,"SEX","MLE",75.69277
"WHOSIS_000001","COUNTRY","ESP","YEAR",2010,"SEX","MLE",78.76283
"WHOSIS_000001","COUNTRY","ESP","YEAR",2015,"SEX","MLE",79.66458
"WHOSIS_000001","COUNTRY","ESP","YEAR",2019,"SEX","MLE",80.68297
"WHOSIS_000001","COUNTRY","ESP","YEAR",2000,"SEX","FMLE",82.47808
"WHOSIS_000001","COUNTRY","ESP","YEAR",2010,"SEX","FMLE",84.58403
"WHOSIS_000001","COUNTRY","ESP","YEAR",2015,"SEX","FMLE",84.93915
